landslide_id,latitude,longitude,date,state,district,rainfall_24h,rainfall_3day,rainfall_7day,rainfall_30day,elevation,slope,aspect,curvature,land_cover,soil_type,geology,historical_landslide_density,landslide,data_source
LS-NER-10557,27.1116,88.5011,2024-09-17,Sikkim,Namchi (South),60.0,172.3,534.6,1176.0,2027.0,38.6,141.8,-0.502,Built-up Settlement,Alluvial Soil,Phyllite & Schist,15.4,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10558,27.3624,88.6837,2023-06-11,Sikkim,Namchi (South),60.0,178.2,441.5,988.4,1813.0,50.4,211.6,-0.14,Agriculture,Red Sandy Soil,Phyllite & Schist,16.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10559,27.2654,88.8799,2021-09-20,Sikkim,Namchi (South),60.0,271.8,699.5,1236.1,1782.0,47.3,58.2,-0.203,Built-up Settlement,Lateritic Soil,Phyllite & Schist,5.3,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10560,28.0145,88.0811,2025-10-27,Sikkim,Namchi (South),91.9,240.1,566.1,910.2,1748.0,47.1,110.0,-0.19,Built-up Settlement,Alluvial Soil,Phyllite & Schist,15.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10561,27.3815,88.2198,2024-07-09,Sikkim,Namchi (South),60.0,308.0,547.9,1083.3,1927.0,51.0,52.3,-0.725,Agriculture,Lateritic Soil,Phyllite & Schist,10.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10562,27.6174,88.3891,2021-06-02,Sikkim,Namchi (South),60.0,302.2,669.3,1114.9,1864.0,46.7,105.3,-0.212,Open Forest,Lateritic Soil,Phyllite & Schist,11.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10563,27.9118,88.6676,2025-10-02,Sikkim,Namchi (South),60.0,268.5,656.1,1363.5,2001.0,42.0,186.2,-0.708,Agriculture,Clay Loam,Phyllite & Schist,11.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10564,27.8055,88.6713,2022-09-18,Sikkim,Namchi (South),60.0,246.8,536.0,855.8,1844.0,50.1,352.8,-0.703,Barren Slope,Sandy Loam,Phyllite & Schist,16.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10565,27.9721,88.26,2025-07-23,Sikkim,Namchi (South),60.0,280.3,510.6,1192.3,1622.0,48.7,104.9,-0.246,Barren Slope,Sandy Loam,Phyllite & Schist,10.4,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10566,27.9028,88.215,2025-05-27,Sikkim,Namchi (South),70.4,302.3,739.4,1519.5,2340.0,45.7,143.2,-0.415,Barren Slope,Lateritic Soil,Phyllite & Schist,9.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10567,27.685,88.6203,2020-08-17,Sikkim,Namchi (South),198.6,343.1,774.0,1353.0,2071.0,51.7,171.0,-0.325,Barren Slope,Sandy Loam,Phyllite & Schist,16.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10568,27.1314,88.1532,2025-10-03,Sikkim,Namchi (South),60.0,227.3,442.6,793.2,1675.0,45.6,179.0,-0.419,Built-up Settlement,Sandy Loam,Phyllite & Schist,7.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10569,27.4183,88.2161,2025-06-09,Sikkim,Namchi (South),60.0,192.0,435.9,1194.9,2129.0,49.0,62.0,-0.542,Open Forest,Red Sandy Soil,Phyllite & Schist,13.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10570,27.7218,88.5412,2022-09-26,Sikkim,Namchi (South),60.0,196.2,639.8,1385.6,1921.0,45.2,357.0,-0.33,Built-up Settlement,Red Sandy Soil,Phyllite & Schist,11.3,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10571,27.6546,88.7589,2022-05-06,Sikkim,Namchi (South),262.2,432.3,713.5,1084.2,2256.0,44.6,45.4,-0.693,Built-up Settlement,Lateritic Soil,Phyllite & Schist,15.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10572,27.4754,88.2174,2020-06-09,Sikkim,Namchi (South),304.5,530.7,734.4,1066.5,1971.0,43.1,193.3,-0.784,Barren Slope,Lateritic Soil,Phyllite & Schist,10.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10573,27.6321,88.2397,2022-10-11,Sikkim,Namchi (South),201.2,311.1,654.1,1123.7,2049.0,58.2,20.0,-0.486,Barren Slope,Lateritic Soil,Phyllite & Schist,10.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10574,27.5145,88.0133,2025-10-03,Sikkim,Namchi (South),96.3,320.2,600.7,1282.2,1921.0,46.9,96.7,-0.486,Barren Slope,Red Sandy Soil,Phyllite & Schist,10.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10575,27.8708,88.2945,2022-08-06,Sikkim,Namchi (South),105.3,350.1,607.2,1010.2,1851.0,47.3,283.1,-0.496,Barren Slope,Alluvial Soil,Phyllite & Schist,14.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10576,27.9105,88.8789,2023-05-15,Sikkim,Namchi (South),236.0,443.0,782.1,1521.5,1970.0,41.4,31.7,-0.14,Agriculture,Sandy Loam,Phyllite & Schist,10.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10577,27.8952,88.8721,2024-06-01,Sikkim,Namchi (South),197.4,324.9,588.3,904.2,1873.0,51.7,9.5,-0.359,Barren Slope,Sandy Loam,Phyllite & Schist,9.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10578,27.8318,88.1483,2024-07-04,Sikkim,Namchi (South),206.0,352.1,701.7,1387.9,2265.0,44.3,36.0,-0.543,Built-up Settlement,Sandy Loam,Phyllite & Schist,9.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10579,27.9847,88.5546,2022-06-03,Sikkim,Namchi (South),60.0,206.0,576.2,953.7,2072.0,42.7,190.8,-0.167,Barren Slope,Sandy Loam,Phyllite & Schist,14.8,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10580,27.774,88.4874,2022-05-09,Sikkim,Namchi (South),60.0,291.2,515.7,839.5,2114.0,43.1,40.5,-0.344,Agriculture,Sandy Loam,Phyllite & Schist,13.7,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10581,27.9355,88.1464,2021-06-17,Sikkim,Namchi (South),206.4,423.3,754.1,1471.3,2016.0,49.1,191.3,-0.507,Barren Slope,Sandy Loam,Phyllite & Schist,12.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10582,27.878,88.4437,2022-08-11,Sikkim,Namchi (South),108.7,255.9,573.7,1344.6,2197.0,36.7,108.2,-0.591,Barren Slope,Lateritic Soil,Phyllite & Schist,11.8,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10583,27.5621,88.4942,2020-09-05,Sikkim,Namchi (South),146.3,279.7,604.5,1053.0,2287.0,40.9,8.1,-0.794,Barren Slope,Sandy Loam,Phyllite & Schist,9.8,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10584,27.5072,88.209,2024-09-04,Sikkim,Namchi (South),60.0,294.6,642.2,1353.5,1842.0,31.9,21.4,-0.309,Barren Slope,Alluvial Soil,Phyllite & Schist,13.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10585,27.3131,88.5545,2025-05-13,Sikkim,Namchi (South),956.8,1085.0,1414.3,2084.3,2411.0,47.9,238.2,-0.758,Barren Slope,Red Sandy Soil,Phyllite & Schist,11.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10586,27.8142,88.0626,2024-10-20,Sikkim,Namchi (South),60.0,175.7,584.3,1007.8,1807.0,46.5,225.4,-0.577,Barren Slope,Clay Loam,Phyllite & Schist,16.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10587,27.4049,88.8912,2021-06-10,Sikkim,Namchi (South),78.8,278.7,694.2,1090.1,1989.0,49.5,129.7,-0.132,Open Forest,Lateritic Soil,Phyllite & Schist,12.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10588,28.0789,88.7922,2024-05-18,Sikkim,Namchi (South),60.0,157.8,326.6,848.9,2221.0,47.6,271.1,-0.688,Barren Slope,Alluvial Soil,Phyllite & Schist,16.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10589,27.6014,88.0391,2025-09-13,Sikkim,Namchi (South),60.0,303.7,746.2,1331.7,2243.0,45.1,221.6,-0.391,Barren Slope,Sandy Loam,Phyllite & Schist,12.3,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10590,27.3882,88.1443,2021-07-13,Sikkim,Namchi (South),95.0,245.4,503.7,1125.5,2185.0,40.8,259.3,-0.668,Built-up Settlement,Lateritic Soil,Phyllite & Schist,16.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10591,27.4634,88.4181,2024-08-02,Sikkim,Namchi (South),116.8,313.5,650.2,970.1,1834.0,49.3,7.5,-0.125,Barren Slope,Alluvial Soil,Phyllite & Schist,10.3,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10592,27.3104,88.2613,2025-08-12,Sikkim,Namchi (South),389.2,492.6,925.6,1616.3,1853.0,41.1,169.3,-0.698,Barren Slope,Sandy Loam,Phyllite & Schist,11.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10593,27.9267,88.0962,2024-10-10,Sikkim,Namchi (South),60.0,217.8,621.9,1176.1,2052.0,45.4,255.6,-0.213,Built-up Settlement,Sandy Loam,Phyllite & Schist,14.8,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10594,27.2024,88.0554,2025-08-16,Sikkim,Namchi (South),60.0,236.0,444.5,799.5,2250.0,39.2,79.6,-0.28,Barren Slope,Sandy Loam,Phyllite & Schist,9.7,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10595,27.9042,88.1626,2025-10-04,Sikkim,Namchi (South),310.2,405.0,588.4,973.3,2236.0,46.8,55.2,-0.488,Barren Slope,Red Sandy Soil,Phyllite & Schist,15.3,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10596,27.62,88.7091,2024-10-02,Sikkim,Namchi (South),247.0,409.5,690.7,1222.4,2213.0,48.1,54.9,-0.784,Barren Slope,Lateritic Soil,Phyllite & Schist,11.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10597,27.9503,88.6357,2021-10-06,Sikkim,Namchi (South),60.0,244.0,656.2,962.8,2122.0,40.6,139.1,-0.49,Barren Slope,Alluvial Soil,Phyllite & Schist,16.8,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10598,27.9435,88.6195,2024-06-11,Sikkim,Namchi (South),60.0,225.2,533.5,993.6,1820.0,41.4,157.6,-0.145,Barren Slope,Red Sandy Soil,Phyllite & Schist,10.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10599,27.7723,88.7042,2024-05-07,Sikkim,Namchi (South),365.3,482.2,829.9,1567.6,1819.0,41.4,202.6,-0.687,Barren Slope,Alluvial Soil,Phyllite & Schist,12.8,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10600,27.355,88.2363,2025-05-24,Sikkim,Namchi (South),145.8,338.9,625.7,1143.7,2321.0,37.8,185.4,-0.525,Built-up Settlement,Sandy Loam,Phyllite & Schist,7.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10601,27.1688,88.4567,2024-06-23,Sikkim,Namchi (South),430.6,588.3,866.4,1620.5,2259.0,44.9,300.8,-0.485,Barren Slope,Alluvial Soil,Phyllite & Schist,9.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10602,27.652,88.2078,2022-08-19,Sikkim,Namchi (South),305.7,474.1,912.5,1719.8,1738.0,38.0,241.9,-0.66,Built-up Settlement,Sandy Loam,Phyllite & Schist,11.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10603,27.2409,88.1961,2021-05-06,Sikkim,Namchi (South),78.2,282.2,656.3,1013.7,1280.0,43.1,277.2,-0.649,Barren Slope,Sandy Loam,Phyllite & Schist,14.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10604,27.921,88.184,2023-10-16,Sikkim,Namchi (South),70.5,276.6,587.4,1215.7,1659.0,40.8,301.9,-0.211,Barren Slope,Lateritic Soil,Phyllite & Schist,11.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10605,27.5575,88.4659,2021-09-16,Sikkim,Namchi (South),190.5,371.1,815.0,1233.6,1765.0,49.3,122.9,-0.35,Open Forest,Clay Loam,Phyllite & Schist,13.8,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10606,27.2974,88.518,2020-05-27,Sikkim,Namchi (South),60.0,272.7,535.6,914.0,1951.0,48.0,355.0,-0.356,Agriculture,Lateritic Soil,Phyllite & Schist,13.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10607,27.6334,88.463,2023-10-07,Sikkim,Namchi (South),184.3,283.3,510.4,1071.6,1714.0,50.5,195.2,-0.544,Barren Slope,Clay Loam,Phyllite & Schist,13.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10608,27.3529,88.4657,2020-06-13,Sikkim,Namchi (South),335.7,551.6,775.6,1128.9,2542.0,44.7,149.3,-0.152,Built-up Settlement,Clay Loam,Phyllite & Schist,14.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10609,27.5292,88.2743,2023-06-13,Sikkim,Namchi (South),87.8,217.9,567.5,1251.6,2013.0,43.2,8.0,-0.742,Barren Slope,Alluvial Soil,Phyllite & Schist,13.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10610,28.08,88.794,2020-06-12,Sikkim,Namchi (South),681.3,785.3,957.5,1735.9,2139.0,45.9,58.5,-0.513,Agriculture,Clay Loam,Phyllite & Schist,16.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10611,27.8873,88.3679,2023-06-21,Sikkim,Namchi (South),229.7,473.2,884.6,1435.3,2107.0,46.3,264.9,-0.741,Built-up Settlement,Alluvial Soil,Phyllite & Schist,12.7,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10612,27.949,88.4694,2023-05-06,Sikkim,Namchi (South),60.0,263.6,593.9,970.1,1726.0,47.7,276.6,-0.776,Barren Slope,Red Sandy Soil,Phyllite & Schist,16.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10613,27.5963,88.3765,2021-07-01,Sikkim,Namchi (South),60.0,174.3,497.0,897.7,2058.0,49.0,133.2,-0.406,Open Forest,Red Sandy Soil,Phyllite & Schist,14.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10614,27.9017,88.6734,2024-08-16,Sikkim,Namchi (South),60.0,169.0,493.3,1287.0,2193.0,40.3,8.3,-0.218,Barren Slope,Lateritic Soil,Phyllite & Schist,16.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10615,28.0103,88.5675,2020-10-20,Sikkim,Namchi (South),98.7,186.1,500.2,1136.9,1894.0,45.5,109.7,-0.47,Barren Slope,Lateritic Soil,Phyllite & Schist,14.7,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10616,27.6789,88.5825,2023-05-09,Sikkim,Namchi (South),174.3,416.0,599.1,885.9,1870.0,43.0,314.8,-0.469,Built-up Settlement,Red Sandy Soil,Phyllite & Schist,11.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10617,27.3894,88.2282,2025-09-04,Sikkim,Namchi (South),73.7,211.2,581.7,1310.6,2173.0,43.8,287.0,-0.402,Open Forest,Clay Loam,Phyllite & Schist,6.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10618,28.0777,88.708,2021-07-06,Sikkim,Namchi (South),174.5,281.3,468.0,1294.6,1902.0,45.8,39.5,-0.404,Agriculture,Sandy Loam,Phyllite & Schist,21.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10619,27.5433,88.1676,2024-07-02,Sikkim,Namchi (South),118.1,239.1,541.3,1199.5,1709.0,50.3,343.1,-0.713,Built-up Settlement,Clay Loam,Phyllite & Schist,10.4,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10620,27.4251,88.424,2023-09-06,Sikkim,Namchi (South),146.3,355.1,573.5,1365.6,1952.0,51.7,90.1,-0.304,Barren Slope,Lateritic Soil,Phyllite & Schist,13.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10621,28.0334,88.2854,2022-10-17,Sikkim,Namchi (South),60.0,145.2,380.4,716.9,2157.0,47.1,181.2,-0.18,Agriculture,Sandy Loam,Phyllite & Schist,11.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10622,27.8492,88.8427,2021-08-08,Sikkim,Namchi (South),467.7,655.2,1085.3,1902.6,2118.0,46.2,181.7,-0.658,Barren Slope,Lateritic Soil,Phyllite & Schist,7.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10623,27.4112,88.693,2025-09-08,Sikkim,Namchi (South),66.4,238.6,540.2,1070.9,1703.0,45.3,325.4,-0.265,Built-up Settlement,Sandy Loam,Phyllite & Schist,12.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10624,27.4167,88.2323,2024-08-23,Sikkim,Namchi (South),171.1,406.3,803.5,1638.1,2311.0,49.4,315.9,-0.483,Barren Slope,Sandy Loam,Phyllite & Schist,15.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10625,28.0829,88.2467,2022-08-02,Sikkim,Namchi (South),67.8,154.6,495.7,811.0,2102.0,37.7,276.1,-0.164,Barren Slope,Clay Loam,Phyllite & Schist,16.4,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10626,27.448,88.4381,2023-07-14,Sikkim,Namchi (South),451.0,638.7,1081.5,1550.6,2268.0,40.4,60.5,-0.295,Barren Slope,Red Sandy Soil,Phyllite & Schist,7.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10627,27.6416,88.6077,2025-06-01,Sikkim,Namchi (South),176.9,264.3,502.1,1280.9,2378.0,43.7,33.9,-0.734,Barren Slope,Lateritic Soil,Phyllite & Schist,13.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10628,27.2455,88.7536,2023-10-09,Sikkim,Namchi (South),84.0,273.0,672.7,1332.7,1726.0,40.6,44.4,-0.725,Barren Slope,Sandy Loam,Phyllite & Schist,11.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10629,27.5693,88.8322,2024-08-13,Sikkim,Namchi (South),60.0,205.5,495.1,848.5,2243.0,43.7,194.0,-0.676,Built-up Settlement,Lateritic Soil,Phyllite & Schist,3.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10630,27.9105,88.7453,2025-07-16,Sikkim,Namchi (South),60.0,230.2,466.1,849.3,1638.0,36.6,186.8,-0.451,Built-up Settlement,Alluvial Soil,Phyllite & Schist,9.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10631,27.7896,88.4224,2021-10-08,Sikkim,Namchi (South),261.7,374.4,580.5,1213.5,2397.0,42.7,305.7,-0.528,Barren Slope,Clay Loam,Phyllite & Schist,12.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10632,27.78,88.0772,2023-09-11,Sikkim,Namchi (South),60.0,195.3,453.3,822.7,2191.0,53.0,187.7,-0.659,Barren Slope,Clay Loam,Phyllite & Schist,14.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10633,27.7446,88.6555,2023-09-21,Sikkim,Namchi (South),60.0,258.1,629.1,1449.5,1802.0,44.7,195.1,-0.166,Agriculture,Alluvial Soil,Phyllite & Schist,8.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10634,27.6456,88.6361,2024-07-18,Sikkim,Namchi (South),75.7,322.4,513.9,988.2,1637.0,48.0,233.2,-0.532,Built-up Settlement,Clay Loam,Phyllite & Schist,8.7,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10635,27.3746,88.4915,2022-09-12,Sikkim,Namchi (South),111.7,279.9,692.4,1019.4,1822.0,39.4,4.2,-0.123,Barren Slope,Red Sandy Soil,Phyllite & Schist,14.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10636,27.7801,88.6022,2025-05-11,Sikkim,Namchi (South),86.5,177.4,509.0,816.2,2224.0,43.4,258.9,-0.372,Agriculture,Alluvial Soil,Phyllite & Schist,11.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10637,27.9004,88.5265,2020-06-15,Sikkim,Namchi (South),270.5,451.4,718.5,1458.2,2237.0,47.2,236.7,-0.106,Agriculture,Red Sandy Soil,Phyllite & Schist,11.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10638,27.4591,88.0409,2022-07-24,Sikkim,Namchi (South),60.0,252.4,537.3,983.9,1867.0,44.7,16.8,-0.301,Barren Slope,Clay Loam,Phyllite & Schist,11.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10639,27.2928,88.3504,2021-07-24,Sikkim,Namchi (South),194.6,442.2,626.9,1361.9,2021.0,40.8,152.1,-0.247,Barren Slope,Clay Loam,Phyllite & Schist,10.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10640,27.9725,88.6409,2025-06-13,Sikkim,Namchi (South),60.0,288.3,491.7,1088.5,1824.0,47.1,150.1,-0.25,Barren Slope,Clay Loam,Phyllite & Schist,14.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10641,27.9295,88.8776,2025-10-26,Sikkim,Namchi (South),122.8,316.5,699.9,1067.7,1838.0,56.8,114.2,-0.659,Barren Slope,Lateritic Soil,Phyllite & Schist,12.0,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10642,27.9677,88.0019,2020-10-10,Sikkim,Namchi (South),102.0,216.7,421.4,1032.6,1740.0,50.3,349.4,-0.234,Barren Slope,Lateritic Soil,Phyllite & Schist,8.8,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10643,27.6131,88.7326,2020-08-02,Sikkim,Namchi (South),60.0,227.5,622.1,1165.6,2183.0,45.6,204.9,-0.496,Barren Slope,Red Sandy Soil,Phyllite & Schist,11.2,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10644,27.9475,88.2997,2020-05-24,Sikkim,Namchi (South),214.5,393.9,573.7,952.7,2017.0,40.8,142.3,-0.52,Built-up Settlement,Clay Loam,Phyllite & Schist,13.6,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10645,28.0503,88.0652,2023-08-24,Sikkim,Namchi (South),115.8,254.8,641.5,1392.2,2178.0,46.2,161.4,-0.742,Barren Slope,Red Sandy Soil,Phyllite & Schist,8.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10646,27.9387,88.0932,2023-09-04,Sikkim,Namchi (South),218.0,458.4,801.0,1273.4,2249.0,45.0,51.9,-0.528,Barren Slope,Lateritic Soil,Phyllite & Schist,15.1,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10647,27.7135,88.8505,2021-05-22,Sikkim,Namchi (South),109.8,222.1,509.0,1047.1,2145.0,37.7,52.1,-0.184,Barren Slope,Alluvial Soil,Phyllite & Schist,9.5,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10648,27.1168,88.4682,2020-07-23,Sikkim,Namchi (South),78.1,315.0,574.5,1133.8,2402.0,40.3,75.0,-0.212,Built-up Settlement,Red Sandy Soil,Phyllite & Schist,9.4,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
LS-NER-10649,27.3515,88.6252,2022-09-23,Sikkim,Namchi (South),60.0,277.8,613.8,1291.9,1851.0,44.8,50.8,-0.727,Agriculture,Lateritic Soil,Phyllite & Schist,12.9,1,GSI Bhusanket (Field Validated) + ISRO NDEM + NASA SRTM + IMD Rainfall
