rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,zone_id
27.4,27.7,88.5,246.1,267.82,0.89,2.9699999999999998,77.7,0.27,6,1,53.5,ZONE-RK01
8.6,16.6,77.6,118.9,263.02,0.31000000000000005,1.97,90.9,0.8400000000000001,15,1,62.4,ZONE-RK04
11.9,114.3,117.0,49.2,286.73,0.58,1.47,92.7,1.11,13,1,61.5,ZONE-HW02
19.0,78.6,88.5,112.7,285.79,0.59,1.53,91.2,1.11,13,1,47.1,ZONE-HW02
12.1,27.3,34.4,140.3,268.04,0.79,2.9299999999999997,72.3,0.35,6,0,0.0,ZONE-RK01
2.6,13.7,30.8,143.6,275.08,0.4,1.22,64.3,0.23,16,1,45.8,ZONE-HW05
16.8,64.6,79.0,68.6,262.08,0.38,1.72,90.0,0.8,15,1,65.1,ZONE-RK04
12.7,66.4,184.7,0.9,268.38,0.88,2.79,75.9,0.26,6,1,65.6,ZONE-RK01
16.8,18.4,58.2,23.7,260.56,0.39,1.28,65.8,0.09000000000000001,19,1,63.4,ZONE-RK03
5.5,18.6,67.1,28.5,259.91,0.38,1.3599999999999999,70.3,0.060000000000000005,19,1,65.7,ZONE-RK03
19.8,35.4,38.9,107.2,260.44,0.21999999999999997,1.05,67.7,0.09000000000000001,19,1,68.8,ZONE-RK03
5.0,22.0,79.8,28.3,285.45,0.7999999999999999,3.04,68.0,2.21,7,0,0.0,ZONE-HW03
0.9,14.9,159.4,71.9,268.54,0.88,2.8299999999999996,76.0,0.27,6,1,59.7,ZONE-RK01
16.7,46.7,57.8,37.9,260.54,0.21,1.1199999999999999,69.4,0.15000000000000002,19,1,66.9,ZONE-RK03
20.9,24.1,40.4,22.6,259.24,0.22999999999999998,1.08,68.7,0.08,19,1,63.4,ZONE-RK03
8.5,126.4,129.9,51.2,288.09,0.30000000000000004,1.8499999999999999,87.4,0.41000000000000003,12,1,68.8,ZONE-HW04
3.0,108.9,114.9,36.2,284.88,0.72,2.8,72.3,2.18,7,0,0.0,ZONE-HW03
20.1,56.7,84.2,29.8,275.64,0.24,1.27,62.3,0.18000000000000002,16,1,59.7,ZONE-HW05
7.6,16.8,28.3,46.2,268.33,0.8700000000000001,2.7199999999999998,77.5,0.25,6,0,0.0,ZONE-RK01
4.7,14.9,68.4,242.1,285.99,0.6299999999999999,2.91,71.0,2.22,7,0,0.0,ZONE-HW03
13.9,16.3,20.2,211.7,274.35,0.29,1.43,67.6,0.16,16,1,52.5,ZONE-HW05
5.3,8.2,53.9,68.4,286.8,0.56,1.6,93.1,1.06,13,0,0.0,ZONE-HW02
15.7,25.0,25.8,234.7,287.27,0.44,1.6099999999999999,89.2,0.4,12,1,34.2,ZONE-HW04
4.3,38.1,99.4,65.9,267.22,0.8500000000000001,2.8499999999999996,77.9,0.3,6,0,0.0,ZONE-RK01
5.6,15.1,60.6,140.7,293.85,0.97,2.1,95.5,0.060000000000000005,17,1,42.8,ZONE-HW01
44.0,47.4,55.8,202.7,288.04,0.43000000000000005,1.7,87.1,0.41000000000000003,12,1,51.1,ZONE-HW04
20.0,84.4,95.7,62.0,261.5,0.30000000000000004,1.85,85.7,0.8300000000000001,15,1,71.2,ZONE-RK04
18.1,52.3,78.5,1.1,284.83,0.6699999999999999,3.02,70.8,2.1500000000000004,7,0,0.0,ZONE-HW03
13.1,21.9,51.8,221.2,262.88,0.35000000000000003,1.6300000000000001,86.8,0.8,15,1,67.7,ZONE-RK04
7.6,62.5,72.9,78.1,265.37,0.47,1.6900000000000002,92.7,0.5499999999999999,14,1,62.4,ZONE-RK02
56.6,59.8,60.2,39.8,286.67,0.58,1.49,90.8,1.05,13,0,0.0,ZONE-HW02
1.5,42.9,165.9,39.8,259.96,0.32999999999999996,1.3599999999999999,68.2,0.08,19,1,74.2,ZONE-RK03
4.5,21.6,85.9,0.6,285.86,0.61,3.01,70.4,2.22,7,0,0.0,ZONE-HW03
13.4,41.9,92.7,19.4,275.07,0.24,1.47,66.8,0.24000000000000002,16,1,60.3,ZONE-HW05
18.8,21.7,32.8,147.0,259.56,0.21,1.39,68.8,0.13,19,1,68.6,ZONE-RK03
20.1,20.5,34.8,16.9,284.37,0.62,3.11,68.8,2.24,7,0,0.0,ZONE-HW03
4.7,13.2,16.4,43.0,267.54,0.7200000000000001,2.9499999999999997,74.2,0.32999999999999996,6,0,0.0,ZONE-RK01
19.8,47.8,103.7,5.9,293.43,0.86,2.04,96.7,0.08,17,1,56.2,ZONE-HW01
45.4,100.1,181.9,121.2,288.01,0.46,1.8599999999999999,86.9,0.38,12,1,71.4,ZONE-HW04
40.5,64.1,75.3,67.1,274.62,0.27,1.51,62.6,0.25,16,1,62.5,ZONE-HW05
20.4,60.6,97.4,5.0,259.41,0.21,1.16,70.2,0.060000000000000005,19,1,69.7,ZONE-RK03
7.0,83.1,127.0,54.1,268.37,0.8200000000000001,2.63,74.8,0.25,6,1,57.1,ZONE-RK01
4.7,18.5,131.4,76.9,293.04,0.9500000000000001,2.2600000000000002,93.3,0.05,17,1,61.9,ZONE-HW01
23.2,41.4,91.1,20.0,274.64,0.29,1.25,62.9,0.18000000000000002,16,1,58.0,ZONE-HW05
18.3,35.0,64.2,73.4,275.03,0.24,1.3399999999999999,63.9,0.16,16,1,59.3,ZONE-HW05
41.3,43.3,130.4,24.2,294.15,0.8300000000000001,2.12,97.4,0.05,17,1,60.6,ZONE-HW01
8.8,9.5,27.4,48.9,267.94,0.8400000000000001,2.6399999999999997,72.3,0.29,6,0,0.0,ZONE-RK01
0.9,21.2,152.1,7.8,260.41,0.38,1.25,69.1,0.09000000000000001,19,1,70.5,ZONE-RK03
21.7,37.5,90.7,21.1,286.63,0.54,1.57,91.2,1.1500000000000001,13,0,0.0,ZONE-HW02
2.6,7.8,11.5,14.4,288.14,0.32,1.8199999999999998,90.2,0.36000000000000004,12,0,0.0,ZONE-HW04
16.4,80.4,164.5,80.9,294.37,0.9400000000000001,2.1900000000000004,93.4,0.05,17,1,73.8,ZONE-HW01
1.8,12.0,30.5,20.1,294.83,0.88,2.2800000000000002,96.0,0.08,17,0,0.0,ZONE-HW01
10.9,33.9,56.0,30.6,285.91,0.41000000000000003,1.49,90.1,1.1,13,0,0.0,ZONE-HW02
26.5,73.2,91.6,171.6,259.56,0.27,1.23,68.0,0.09000000000000001,19,1,73.5,ZONE-RK03
45.8,57.7,79.6,49.3,264.65,0.53,1.7200000000000002,92.2,0.59,14,1,62.1,ZONE-RK02
42.5,105.2,110.6,34.9,262.6,0.49,1.75,87.0,0.8300000000000001,15,1,70.4,ZONE-RK04
12.1,33.1,43.9,137.0,285.13,0.6699999999999999,3.08,68.0,2.22,7,0,0.0,ZONE-HW03
16.9,71.5,169.4,96.6,287.23,0.42000000000000004,1.63,86.6,0.39,12,1,69.3,ZONE-HW04
8.7,37.0,45.7,78.4,284.14,0.62,3.13,71.6,2.1900000000000004,7,0,0.0,ZONE-HW03
3.0,38.5,51.5,8.8,288.29,0.31000000000000005,1.5899999999999999,86.8,0.41000000000000003,12,0,0.0,ZONE-HW04
2.7,2.8,66.2,92.3,268.51,0.8300000000000001,2.78,73.7,0.31,6,0,0.0,ZONE-RK01
10.9,16.2,20.6,1.4,287.39,0.44,1.63,89.4,0.44,12,0,0.0,ZONE-HW04
2.7,69.2,83.0,30.6,294.84,0.99,2.29,97.5,0.1,17,1,44.5,ZONE-HW01
1.7,9.2,45.8,65.5,274.81,0.22999999999999998,1.3199999999999998,64.2,0.2,16,1,34.8,ZONE-HW05
4.2,6.0,30.8,18.7,275.64,0.27,1.54,67.2,0.17,16,0,0.0,ZONE-HW05
3.7,100.2,148.1,57.0,285.25,0.74,2.96,69.6,2.1700000000000004,7,0,0.0,ZONE-HW03
8.1,24.9,63.8,83.4,259.95,0.24,1.15,70.5,0.13,19,1,66.9,ZONE-RK03
18.2,23.9,58.6,37.2,259.27,0.21,1.01,69.3,0.1,19,1,67.7,ZONE-RK03
30.7,60.6,98.6,8.6,259.17,0.32999999999999996,1.17,67.7,0.13,19,1,71.8,ZONE-RK03
14.0,17.7,38.3,10.8,285.25,0.69,2.97,71.9,2.1900000000000004,7,0,0.0,ZONE-HW03
17.7,24.6,49.5,158.2,261.87,0.42000000000000004,1.83,90.1,0.77,15,1,59.8,ZONE-RK04
3.4,24.7,51.9,1.3,285.85,0.72,2.81,67.2,2.2,7,0,0.0,ZONE-HW03
23.6,25.7,57.8,57.6,285.23,0.5,1.58,88.9,1.12,13,0,0.0,ZONE-HW02
14.9,49.9,64.5,0.7,293.93,0.8200000000000001,2.3600000000000003,92.5,0.05,17,0,0.0,ZONE-HW01
19.3,42.3,132.7,120.6,265.37,0.51,1.6300000000000001,92.7,0.64,14,1,71.3,ZONE-RK02
27.8,47.7,68.0,109.8,267.94,0.8,2.79,76.4,0.29,6,0,0.0,ZONE-RK01
9.0,15.1,111.6,149.9,293.58,0.81,2.37,96.5,0.07,17,1,65.4,ZONE-HW01
9.4,11.8,36.3,113.9,268.26,0.8200000000000001,2.8299999999999996,75.9,0.27999999999999997,6,0,0.0,ZONE-RK01
34.8,41.6,45.1,146.9,267.57,0.7200000000000001,2.8,77.1,0.27999999999999997,6,0,0.0,ZONE-RK01
7.4,30.8,203.0,4.8,260.23,0.26,1.0999999999999999,69.4,0.11,19,1,75.2,ZONE-RK03
15.7,18.0,41.5,114.0,260.32,0.27,1.0699999999999998,69.7,0.07,19,1,65.8,ZONE-RK03
8.5,184.7,225.6,27.1,275.72,0.27,1.23,62.9,0.24000000000000002,16,1,69.2,ZONE-HW05
3.7,16.6,39.9,5.0,288.51,0.38,1.65,90.0,0.42000000000000004,12,0,0.0,ZONE-HW04
6.9,25.6,89.7,74.8,259.42,0.35,1.14,68.9,0.13,19,1,67.7,ZONE-RK03
18.5,18.8,31.1,75.9,259.93,0.3,1.19,70.7,0.14,19,1,61.0,ZONE-RK03
9.9,10.1,91.7,103.7,284.95,0.6299999999999999,3.15,67.1,2.24,7,0,0.0,ZONE-HW03
11.9,14.0,86.7,61.3,287.76,0.36000000000000004,1.71,91.7,0.36000000000000004,12,1,36.8,ZONE-HW04
22.8,64.6,145.8,51.1,286.91,0.49,1.67,93.2,1.08,13,1,59.5,ZONE-HW02
2.3,35.7,84.1,94.9,264.51,0.52,1.58,93.1,0.57,14,1,67.4,ZONE-RK02
2.8,9.3,119.9,97.0,262.54,0.44,2.0,86.9,0.75,15,1,64.2,ZONE-RK04
35.8,78.5,124.0,74.3,264.02,0.42,1.4400000000000002,91.7,0.57,14,1,69.5,ZONE-RK02
33.0,58.9,108.9,11.9,261.57,0.42000000000000004,1.62,88.6,0.8400000000000001,15,1,64.8,ZONE-RK04
9.6,47.4,63.2,15.8,265.42,0.42,1.7400000000000002,89.8,0.62,14,1,51.5,ZONE-RK02
5.6,13.9,26.0,38.7,260.79,0.33999999999999997,1.0999999999999999,67.8,0.14,19,1,55.5,ZONE-RK03
35.8,57.0,67.4,5.6,294.54,0.9400000000000001,2.27,96.6,0.05,17,0,0.0,ZONE-HW01
17.9,32.4,118.7,75.4,264.55,0.41000000000000003,1.56,95.0,0.58,14,1,72.5,ZONE-RK02
23.9,33.4,92.3,21.5,259.88,0.3,1.3699999999999999,68.7,0.07,19,1,70.2,ZONE-RK03
42.0,72.3,91.9,22.0,260.08,0.29,1.25,65.6,0.09000000000000001,19,1,69.1,ZONE-RK03
3.2,38.8,51.1,63.3,267.15,0.81,2.6999999999999997,74.7,0.33999999999999997,6,0,0.0,ZONE-RK01
4.6,37.1,121.5,105.4,260.31,0.19999999999999998,1.02,67.3,0.07,19,1,70.5,ZONE-RK03
21.5,27.7,32.3,84.0,285.15,0.7,3.18,69.9,2.1900000000000004,7,0,0.0,ZONE-HW03
6.9,23.9,25.5,21.0,265.08,0.4,1.78,93.9,0.6,14,0,0.0,ZONE-RK02
0.5,63.9,77.8,57.0,275.87,0.27,1.47,64.4,0.21000000000000002,16,1,66.4,ZONE-HW05
0.6,33.6,53.1,159.7,264.73,0.5700000000000001,1.54,94.0,0.63,14,1,60.6,ZONE-RK02
32.9,44.7,160.3,389.3,261.85,0.31000000000000005,1.75,86.1,0.8200000000000001,15,1,75.2,ZONE-RK04
26.2,82.1,96.4,60.2,285.97,0.58,1.48,89.1,1.05,13,1,38.5,ZONE-HW02
1.0,4.0,344.3,27.7,262.48,0.31000000000000005,1.82,86.8,0.8,15,1,74.7,ZONE-RK04
20.7,70.0,167.6,423.1,288.93,0.30000000000000004,1.64,88.0,0.42000000000000004,12,1,71.2,ZONE-HW04
4.1,5.3,31.8,9.8,263.11,0.43000000000000005,1.78,89.1,0.8400000000000001,15,0,0.0,ZONE-RK04
0.3,13.7,90.3,58.5,260.48,0.25,1.03,69.4,0.1,19,1,66.7,ZONE-RK03
5.6,37.5,50.7,1.0,267.49,0.8300000000000001,2.61,75.8,0.33999999999999997,6,0,0.0,ZONE-RK01
21.7,51.0,122.8,2.8,264.91,0.43,1.6400000000000001,93.9,0.5599999999999999,14,1,68.8,ZONE-RK02
27.2,56.2,97.6,68.6,261.63,0.34,1.73,90.0,0.8200000000000001,15,1,67.5,ZONE-RK04
30.0,56.5,100.0,327.3,265.95,0.52,1.4500000000000002,94.0,0.63,14,1,73.9,ZONE-RK02
21.2,38.7,100.1,34.5,259.67,0.21999999999999997,1.06,67.5,0.12000000000000001,19,1,71.5,ZONE-RK03
3.9,31.2,162.9,185.3,287.49,0.42000000000000004,1.55,90.7,0.41000000000000003,12,1,70.1,ZONE-HW04
6.3,28.8,40.7,380.3,259.03,0.3,1.0,66.1,0.060000000000000005,19,1,73.0,ZONE-RK03
59.5,91.0,172.6,87.9,293.83,0.96,2.31,96.2,0.05,17,1,72.5,ZONE-HW01
13.5,15.1,45.4,78.6,274.9,0.25,1.27,66.2,0.21000000000000002,16,1,45.5,ZONE-HW05
17.0,31.0,173.1,12.8,265.25,0.56,1.54,89.0,0.57,14,1,68.0,ZONE-RK02
10.4,45.6,105.3,73.2,275.95,0.32,1.5499999999999998,67.9,0.2,16,1,67.4,ZONE-HW05
4.8,9.9,60.4,64.0,262.05,0.34,1.92,89.1,0.8500000000000001,15,1,44.5,ZONE-RK04
3.0,39.6,70.0,77.1,259.32,0.38,1.02,67.2,0.07,19,1,68.4,ZONE-RK03
27.2,32.8,33.8,105.7,287.09,0.45,1.8699999999999999,87.1,0.43000000000000005,12,0,0.0,ZONE-HW04
14.1,50.2,141.3,113.7,288.03,0.31000000000000005,1.5899999999999999,88.7,0.41000000000000003,12,1,68.4,ZONE-HW04
48.6,71.6,105.1,36.0,285.46,0.42,1.39,89.4,1.09,13,1,41.8,ZONE-HW02
2.5,28.0,44.2,178.0,261.65,0.42000000000000004,1.62,87.6,0.77,15,1,62.3,ZONE-RK04
13.1,40.1,62.0,3.7,259.77,0.22999999999999998,1.29,68.8,0.15000000000000002,19,1,64.5,ZONE-RK03
0.5,17.0,21.4,65.3,259.06,0.31,1.1099999999999999,65.7,0.1,19,1,58.1,ZONE-RK03
31.9,96.2,150.0,16.6,285.44,0.46,1.3599999999999999,92.8,1.1500000000000001,13,1,68.4,ZONE-HW02
29.8,95.0,105.9,93.6,275.71,0.21999999999999997,1.54,64.9,0.25,16,1,71.1,ZONE-HW05
5.1,53.8,348.4,2.1,287.56,0.45,1.79,87.5,0.38,12,1,72.6,ZONE-HW04
34.1,63.3,244.6,43.8,260.83,0.38,1.17,65.3,0.15000000000000002,19,1,73.9,ZONE-RK03
28.2,30.1,50.5,4.9,274.07,0.31,1.39,66.8,0.23,16,1,33.5,ZONE-HW05
55.5,106.4,202.1,194.6,261.67,0.45,1.8800000000000001,87.4,0.77,15,1,70.9,ZONE-RK04
1.3,15.9,19.6,16.6,262.8,0.32,1.79,86.8,0.8200000000000001,15,0,0.0,ZONE-RK04
3.9,22.9,38.5,7.5,268.95,0.79,2.6599999999999997,76.2,0.27,6,0,0.0,ZONE-RK01
2.7,7.5,188.2,99.7,286.25,0.54,1.3,91.8,1.09,13,1,70.1,ZONE-HW02
51.5,68.9,85.2,112.1,274.07,0.29,1.3099999999999998,67.7,0.2,16,1,71.5,ZONE-HW05
5.9,16.6,29.8,9.7,265.24,0.47,1.77,92.1,0.64,14,0,0.0,ZONE-RK02
4.4,17.6,73.6,4.5,286.78,0.42,1.45,91.7,1.09,13,0,0.0,ZONE-HW02
3.5,53.2,61.1,29.4,260.3,0.33999999999999997,1.22,69.6,0.060000000000000005,19,1,67.5,ZONE-RK03
30.0,35.0,39.3,46.4,274.23,0.3,1.5799999999999998,65.5,0.25,16,1,30.4,ZONE-HW05
5.4,30.3,111.7,10.3,262.14,0.48000000000000004,1.8,87.5,0.76,15,1,63.1,ZONE-RK04
13.0,34.1,41.9,68.5,287.97,0.41000000000000003,1.55,90.3,0.42000000000000004,12,0,0.0,ZONE-HW04
4.8,24.9,29.2,43.1,275.8,0.29,1.3499999999999999,66.0,0.22,16,0,0.0,ZONE-HW05
5.5,57.3,60.2,38.0,264.38,0.58,1.4300000000000002,91.3,0.57,14,1,59.7,ZONE-RK02
9.2,47.9,90.6,77.0,264.22,0.46,1.6800000000000002,92.0,0.64,14,1,66.7,ZONE-RK02
22.5,82.0,100.8,54.1,267.59,0.89,2.82,72.8,0.27999999999999997,6,1,36.3,ZONE-RK01
27.5,164.1,274.2,32.5,267.58,0.7100000000000001,2.9499999999999997,73.4,0.33999999999999997,6,1,73.1,ZONE-RK01
3.3,23.5,91.2,47.5,285.16,0.73,3.11,69.9,2.22,7,0,0.0,ZONE-HW03
9.9,64.5,86.9,137.5,275.68,0.29,1.3199999999999998,62.8,0.23,16,1,66.3,ZONE-HW05
7.8,19.7,50.0,100.6,293.45,0.87,2.12,97.1,0.05,17,1,26.9,ZONE-HW01
2.0,8.6,159.9,13.5,260.24,0.22999999999999998,1.21,66.1,0.07,19,1,73.4,ZONE-RK03
12.6,38.6,72.2,72.4,259.32,0.21999999999999997,1.4,68.4,0.09000000000000001,19,1,69.3,ZONE-RK03
3.9,28.0,51.3,75.9,262.62,0.31000000000000005,1.73,87.1,0.79,15,1,49.9,ZONE-RK04
2.3,27.7,37.9,22.9,260.07,0.21999999999999997,1.01,70.6,0.13,19,1,66.9,ZONE-RK03
3.7,9.8,97.2,23.6,285.31,0.59,1.52,91.0,1.11,13,0,0.0,ZONE-HW02
39.3,144.4,186.7,10.8,293.95,0.86,2.3800000000000003,97.9,0.060000000000000005,17,1,68.9,ZONE-HW01
7.0,54.9,77.8,6.4,287.68,0.32,1.69,86.2,0.42000000000000004,12,0,0.0,ZONE-HW04
12.2,68.2,147.7,13.5,264.62,0.48,1.7400000000000002,91.7,0.5599999999999999,14,1,67.3,ZONE-RK02
16.8,24.3,36.6,145.0,262.67,0.34,1.97,86.7,0.75,15,1,50.7,ZONE-RK04
4.3,13.5,13.5,143.2,288.35,0.49,1.89,88.4,0.4,12,0,0.0,ZONE-HW04
23.6,53.2,122.6,11.5,275.89,0.38,1.3399999999999999,62.9,0.24000000000000002,16,1,66.1,ZONE-HW05
9.2,22.2,27.1,46.6,285.02,0.47,1.42,90.7,1.11,13,0,0.0,ZONE-HW02
38.0,39.2,56.4,16.3,262.96,0.39,2.0,89.8,0.78,15,1,43.2,ZONE-RK04
4.1,75.8,107.4,44.0,285.46,0.6799999999999999,3.13,70.6,2.16,7,0,0.0,ZONE-HW03
21.4,26.4,59.8,39.3,293.95,0.97,2.39,92.4,0.1,17,0,0.0,ZONE-HW01
13.6,245.3,318.7,35.5,284.18,0.6799999999999999,3.17,69.5,2.21,7,1,73.4,ZONE-HW03
26.4,32.0,33.5,16.0,259.4,0.37,1.1199999999999999,67.9,0.13,19,1,57.5,ZONE-RK03
6.2,27.6,75.3,169.0,293.99,0.9500000000000001,2.0900000000000003,96.7,0.05,17,1,55.8,ZONE-HW01
10.7,31.6,34.2,2.5,287.25,0.43000000000000005,1.6199999999999999,87.1,0.44,12,0,0.0,ZONE-HW04
12.0,29.3,120.7,12.3,261.56,0.45,1.8,90.8,0.81,15,1,65.5,ZONE-RK04
0.4,18.3,31.9,3.6,288.13,0.47000000000000003,1.75,88.9,0.42000000000000004,12,0,0.0,ZONE-HW04
19.3,22.8,69.7,23.1,264.75,0.55,1.4100000000000001,90.6,0.61,14,1,46.2,ZONE-RK02
2.9,17.2,98.0,34.8,288.76,0.33,1.5699999999999998,87.6,0.39,12,1,40.4,ZONE-HW04
20.8,24.8,98.9,18.9,285.1,0.46,1.56,88.5,1.07,13,0,0.0,ZONE-HW02
17.0,42.0,174.4,34.3,260.53,0.32,1.0699999999999998,66.9,0.08,19,1,74.7,ZONE-RK03
1.0,1.6,89.3,52.1,293.54,0.9400000000000001,2.1500000000000004,95.2,0.05,17,1,33.3,ZONE-HW01
22.4,30.4,51.6,2.1,260.04,0.27,1.19,67.0,0.14,19,1,60.0,ZONE-RK03
48.9,82.0,217.3,21.6,260.01,0.37,1.3199999999999998,68.4,0.12000000000000001,19,1,75.6,ZONE-RK03
14.2,48.2,67.3,131.9,275.43,0.33999999999999997,1.52,64.5,0.24000000000000002,16,1,60.1,ZONE-HW05
44.1,108.9,176.1,22.7,260.85,0.3,1.1199999999999999,67.2,0.13,19,1,75.1,ZONE-RK03
5.0,104.2,104.7,88.1,275.53,0.27,1.48,62.2,0.23,16,1,68.2,ZONE-HW05
18.4,47.6,278.4,26.2,260.38,0.26,1.08,70.9,0.09000000000000001,19,1,74.1,ZONE-RK03
6.2,8.7,37.9,21.2,264.16,0.55,1.7000000000000002,89.3,0.5599999999999999,14,0,0.0,ZONE-RK02
6.3,60.3,197.3,14.4,275.19,0.29,1.5599999999999998,62.3,0.18000000000000002,16,1,67.8,ZONE-HW05
7.0,86.2,89.4,6.8,265.56,0.58,1.48,94.4,0.57,14,1,64.8,ZONE-RK02
2.7,29.8,38.0,241.1,264.29,0.55,1.51,92.5,0.59,14,1,68.1,ZONE-RK02
8.9,29.8,44.0,44.6,262.51,0.31000000000000005,1.9300000000000002,89.6,0.8,15,1,39.7,ZONE-RK04
16.3,58.0,128.1,60.4,293.34,0.9500000000000001,2.0,96.4,0.09,17,1,70.2,ZONE-HW01
35.2,86.2,156.9,4.0,287.73,0.42000000000000004,1.68,91.7,0.37,12,1,67.6,ZONE-HW04
0.1,7.3,61.8,37.1,284.85,0.7,2.96,71.6,2.18,7,0,0.0,ZONE-HW03
7.7,72.5,185.5,167.9,287.22,0.33,1.8,90.2,0.41000000000000003,12,1,68.1,ZONE-HW04
5.7,40.9,56.7,14.8,285.99,0.48,1.48,92.4,1.12,13,0,0.0,ZONE-HW02
3.1,15.7,43.8,124.4,287.45,0.38,1.89,88.6,0.44,12,0,0.0,ZONE-HW04
1.9,41.7,79.6,23.8,288.88,0.37,1.51,90.0,0.42000000000000004,12,1,28.8,ZONE-HW04
10.2,20.9,66.2,39.8,275.32,0.21999999999999997,1.2599999999999998,64.4,0.21000000000000002,16,1,46.7,ZONE-HW05
2.7,6.4,46.0,162.9,259.13,0.4,1.14,68.6,0.15000000000000002,19,1,65.9,ZONE-RK03
6.3,45.9,99.6,187.7,285.45,0.6599999999999999,3.09,70.5,2.18,7,0,0.0,ZONE-HW03
25.8,50.9,104.4,160.1,284.71,0.73,3.18,72.9,2.2,7,0,0.0,ZONE-HW03
7.7,19.6,20.1,122.6,260.54,0.21999999999999997,1.0999999999999999,68.0,0.11,19,1,61.9,ZONE-RK03
24.2,27.5,70.5,43.7,265.48,0.5700000000000001,1.6,89.2,0.57,14,1,52.4,ZONE-RK02
1.9,120.1,132.2,4.9,285.31,0.52,1.34,88.5,1.1300000000000001,13,1,63.3,ZONE-HW02
13.6,53.9,55.5,75.3,287.4,0.43000000000000005,1.7,87.6,0.38,12,0,0.0,ZONE-HW04
11.4,14.7,24.2,58.7,275.09,0.39,1.21,64.6,0.24000000000000002,16,0,0.0,ZONE-HW05
5.3,88.9,174.3,287.6,284.9,0.77,2.98,67.2,2.1700000000000004,7,1,48.9,ZONE-HW03
4.5,109.4,137.6,29.9,294.77,0.8300000000000001,2.1700000000000004,93.9,0.05,17,1,71.6,ZONE-HW01
0.8,2.4,61.3,42.9,288.32,0.44,1.73,88.9,0.44,12,0,0.0,ZONE-HW04
3.9,32.5,47.1,60.3,274.11,0.25,1.44,64.3,0.22,16,1,46.1,ZONE-HW05
6.7,58.7,144.6,45.4,293.64,0.81,2.02,97.0,0.05,17,1,71.1,ZONE-HW01
6.5,20.0,101.9,27.8,268.53,0.8300000000000001,2.75,74.6,0.35,6,0,0.0,ZONE-RK01
3.5,6.2,37.6,46.1,284.7,0.73,2.9,70.9,2.21,7,0,0.0,ZONE-HW03
27.6,35.1,59.1,115.7,265.74,0.42,1.4700000000000002,92.2,0.5499999999999999,14,1,63.6,ZONE-RK02
26.0,40.6,71.3,25.3,285.14,0.7799999999999999,2.91,71.2,2.21,7,0,0.0,ZONE-HW03
40.4,44.2,179.9,80.6,285.76,0.48,1.53,92.8,1.06,13,1,70.4,ZONE-HW02
11.4,12.4,44.7,36.7,285.99,0.56,1.57,89.0,1.08,13,0,0.0,ZONE-HW02
2.6,34.6,211.9,57.8,284.4,0.73,3.19,67.5,2.24,7,0,0.0,ZONE-HW03
18.8,20.9,47.9,8.7,262.07,0.31000000000000005,2.0,87.4,0.77,15,1,30.9,ZONE-RK04
14.2,97.9,152.1,5.6,265.44,0.52,1.6400000000000001,90.6,0.61,14,1,71.5,ZONE-RK02
6.6,30.6,56.4,125.6,284.42,0.76,3.06,68.8,2.23,7,0,0.0,ZONE-HW03
25.3,53.7,77.1,20.6,285.33,0.6599999999999999,2.97,68.5,2.2,7,0,0.0,ZONE-HW03
1.7,14.9,41.6,78.9,274.36,0.19999999999999998,1.48,67.2,0.21000000000000002,16,1,38.9,ZONE-HW05
16.1,18.3,43.4,14.0,287.54,0.43000000000000005,1.8199999999999998,91.1,0.44,12,0,0.0,ZONE-HW04
2.6,55.3,57.4,38.0,268.04,0.77,2.6599999999999997,72.9,0.32,6,0,0.0,ZONE-RK01
2.8,66.2,106.9,18.4,294.69,0.88,2.3400000000000003,97.5,0.060000000000000005,17,1,59.7,ZONE-HW01
10.5,49.9,208.5,17.4,294.65,0.93,2.1,95.6,0.05,17,1,68.2,ZONE-HW01
32.6,114.3,238.4,70.6,261.56,0.46,1.72,87.9,0.8500000000000001,15,1,71.4,ZONE-RK04
14.9,30.4,100.2,53.0,267.4,0.75,2.61,76.7,0.27999999999999997,6,0,0.0,ZONE-RK01
17.0,33.8,99.5,121.8,274.35,0.37,1.5899999999999999,64.9,0.15000000000000002,16,1,71.2,ZONE-HW05
2.4,56.1,95.0,130.4,264.63,0.46,1.4300000000000002,94.7,0.64,14,1,71.5,ZONE-RK02
8.5,22.8,146.1,20.2,264.79,0.5700000000000001,1.7400000000000002,90.4,0.61,14,1,69.1,ZONE-RK02
27.9,47.8,83.9,25.8,265.04,0.5700000000000001,1.78,94.6,0.58,14,1,63.2,ZONE-RK02
12.8,24.6,26.6,22.2,262.7,0.45,1.73,90.0,0.8200000000000001,15,0,0.0,ZONE-RK04
0.1,115.1,283.8,35.2,263.37,0.34,1.6400000000000001,86.3,0.78,15,1,71.3,ZONE-RK04
19.5,32.2,87.8,114.6,267.98,0.77,2.98,73.9,0.29,6,0,0.0,ZONE-RK01
44.0,59.3,135.8,21.6,263.43,0.48000000000000004,1.97,87.2,0.8200000000000001,15,1,71.8,ZONE-RK04
69.6,70.4,116.7,75.4,268.29,0.88,2.61,76.4,0.32999999999999996,6,1,46.5,ZONE-RK01
17.5,21.3,160.8,14.0,262.01,0.38,1.86,89.2,0.8400000000000001,15,1,71.7,ZONE-RK04
