rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,zone_id
7.1,25.0,69.3,156.5,4.7,0.49,2.18,92.2,1.14,14,0,0.0,ZONE-09
0.2,16.4,68.8,77.0,2.23,0.36,1.55,85.1,0.11000000000000001,17,1,66.2,ZONE-16
14.2,17.8,33.8,26.7,2.34,0.36,1.39,89.1,0.32,18,1,47.2,ZONE-14
19.6,27.8,38.4,189.4,3.46,0.51,1.95,91.9,0.52,13,0,0.0,ZONE-10
0.1,153.3,204.1,105.8,1.97,0.22,1.38,73.9,0.32999999999999996,16,1,76.3,ZONE-15
4.2,4.6,64.9,107.8,8.379999999999999,1.29,3.21,76.60000000000001,2.56,5,0,0.0,ZONE-08
16.2,20.1,83.1,87.9,8.19,1.23,3.14,79.30000000000001,2.6,5,0,0.0,ZONE-08
12.9,49.2,133.4,57.1,4.9,0.56,2.04,93.60000000000001,1.22,14,0,0.0,ZONE-09
1.1,17.8,21.4,31.4,2.29,0.21,1.24,87.2,0.47000000000000003,18,1,45.8,ZONE-14
6.3,8.0,27.3,7.1,3.6799999999999997,0.6599999999999999,1.89,91.8,0.49,13,0,0.0,ZONE-10
19.8,93.6,97.0,186.2,2.06,0.25,1.46,81.6,0.11000000000000001,17,1,74.5,ZONE-16
8.9,17.8,21.4,41.7,4.74,0.59,2.25,96.10000000000001,1.21,14,0,0.0,ZONE-09
19.0,49.7,52.0,4.5,4.47,0.71,2.71,95.0,0.89,8,0,0.0,ZONE-05
6.2,14.9,26.8,19.8,4.25,0.7799999999999999,2.74,93.4,0.75,8,0,0.0,ZONE-05
19.5,85.7,109.1,141.9,2.11,0.4,1.57,82.4,0.16,17,1,80.8,ZONE-16
4.7,20.9,32.4,61.4,2.2600000000000002,0.25,1.3099999999999998,87.9,0.45,18,1,52.4,ZONE-14
46.3,69.4,89.3,62.6,3.18,0.37,2.96,80.6,0.29000000000000004,11,1,38.3,ZONE-13
1.6,56.5,88.0,35.8,8.1,1.14,3.29,80.60000000000001,2.44,5,0,0.0,ZONE-08
10.6,35.1,38.5,68.9,8.37,1.27,3.14,80.10000000000001,2.42,5,0,0.0,ZONE-08
3.3,34.6,112.4,97.8,4.64,0.53,2.15,95.8,1.21,14,0,0.0,ZONE-09
9.6,28.0,34.9,89.6,2.38,0.27,1.3299999999999998,90.9,0.48000000000000004,18,1,60.1,ZONE-14
3.8,21.0,36.1,8.6,1.79,0.30000000000000004,1.3699999999999999,70.7,0.24,16,1,41.6,ZONE-15
11.9,13.3,75.4,22.9,2.12,0.27999999999999997,1.5799999999999998,85.7,0.37,18,1,69.1,ZONE-14
0.0,17.9,20.1,19.4,3.1700000000000004,0.32,2.8099999999999996,80.9,0.1,11,0,0.0,ZONE-13
14.7,16.3,98.6,0.2,8.0,1.1199999999999999,3.14,80.60000000000001,2.44,5,0,0.0,ZONE-08
3.4,37.2,54.3,6.4,1.59,0.19,1.25,71.2,0.3,16,1,57.1,ZONE-15
5.4,13.3,96.5,22.6,3.69,0.58,1.98,89.4,0.6,13,0,0.0,ZONE-10
18.7,74.3,99.9,144.4,8.35,1.24,3.3200000000000003,78.7,2.57,5,0,0.0,ZONE-08
5.7,88.9,93.1,69.7,7.819999999999999,1.29,3.06,80.2,2.44,5,0,0.0,ZONE-08
8.2,20.5,65.6,73.0,3.8099999999999996,0.7799999999999999,2.65,93.7,0.76,8,0,0.0,ZONE-05
0.1,4.7,60.9,65.9,3.9399999999999995,0.71,2.63,92.9,0.8400000000000001,8,0,0.0,ZONE-05
40.6,76.4,211.9,72.7,1.87,0.25,1.54,86.1,0.45,18,1,74.6,ZONE-14
4.2,7.0,75.5,62.0,3.8499999999999996,0.69,1.9,86.1,0.42,13,0,0.0,ZONE-10
0.6,11.8,153.2,41.6,8.16,1.23,3.22,81.30000000000001,2.46,5,0,0.0,ZONE-08
6.8,22.1,32.6,27.6,3.94,0.6,2.09,91.3,0.48,13,0,0.0,ZONE-10
5.5,6.8,72.5,32.3,1.77,0.29000000000000004,1.3499999999999999,72.8,0.39,16,1,58.3,ZONE-15
20.7,68.2,78.9,64.3,2.2800000000000002,0.21,1.3599999999999999,82.4,0.16,17,1,71.4,ZONE-16
7.7,60.7,71.6,68.0,1.8800000000000001,0.18000000000000002,1.3599999999999999,73.7,0.39,16,1,72.1,ZONE-15
11.2,19.9,26.5,63.3,4.029999999999999,0.6399999999999999,2.41,94.9,0.8300000000000001,8,0,0.0,ZONE-05
16.1,25.6,72.2,30.2,4.27,0.48,1.9400000000000002,96.8,1.19,14,0,0.0,ZONE-09
15.0,20.6,120.0,20.3,1.7200000000000002,0.27999999999999997,1.51,86.0,0.35000000000000003,18,1,71.6,ZONE-14
5.5,7.0,12.3,43.5,1.85,0.25,1.41,84.8,0.13,17,1,50.3,ZONE-16
3.7,48.8,49.5,28.6,1.73,0.27,1.5699999999999998,90.7,0.39,18,1,71.4,ZONE-14
4.9,5.4,11.4,32.0,1.84,0.13,1.38,72.2,0.32,16,0,0.0,ZONE-15
8.1,21.1,55.2,54.3,4.199999999999999,0.73,2.63,93.6,0.8300000000000001,8,0,0.0,ZONE-05
0.1,15.7,164.7,43.9,2.13,0.2,1.0899999999999999,69.5,0.26,16,1,74.8,ZONE-15
13.6,22.9,89.8,88.9,3.04,0.30000000000000004,2.9299999999999997,84.1,0.17,11,1,34.8,ZONE-13
8.8,102.1,108.1,1.0,2.25,0.3,1.5,87.3,0.45,18,1,77.6,ZONE-14
17.6,58.7,64.5,18.5,8.34,1.21,3.08,80.7,2.49,5,0,0.0,ZONE-08
0.2,8.9,75.7,43.8,7.83,1.25,3.16,77.7,2.45,5,0,0.0,ZONE-08
5.1,16.7,16.8,21.4,2.1,0.3,1.62,84.7,0.24000000000000002,17,1,32.7,ZONE-16
12.5,103.9,188.4,1.4,1.73,0.27,1.0699999999999998,70.7,0.32999999999999996,16,1,78.0,ZONE-15
27.5,65.7,133.9,36.7,1.96,0.2,1.13,69.9,0.39,16,1,70.8,ZONE-15
6.1,15.1,18.2,15.5,4.33,0.43,2.08,91.2,1.1199999999999999,14,0,0.0,ZONE-09
3.4,19.9,81.8,38.5,2.0900000000000003,0.27,1.3199999999999998,90.3,0.5,18,1,69.5,ZONE-14
0.7,79.8,208.5,92.3,1.96,0.37,1.5799999999999998,85.8,0.46,18,1,72.6,ZONE-14
57.0,76.7,224.8,4.7,3.8499999999999996,0.7799999999999999,2.5,92.8,0.7000000000000001,8,1,73.3,ZONE-05
5.5,11.9,21.7,9.1,8.01,1.29,3.1,81.4,2.44,5,0,0.0,ZONE-08
11.7,49.7,88.6,9.5,4.52,0.6,2.0900000000000003,95.3,1.16,14,0,0.0,ZONE-09
20.0,45.3,67.4,67.3,3.53,0.65,2.1,89.3,0.42,13,0,0.0,ZONE-10
3.6,14.2,126.5,20.6,4.21,0.6399999999999999,2.7600000000000002,95.7,0.74,8,0,0.0,ZONE-05
7.6,62.8,118.2,3.9,4.29,0.49,1.9100000000000001,96.0,1.22,14,0,0.0,ZONE-09
1.9,2.1,47.0,35.6,2.23,0.19999999999999998,1.32,85.7,0.2,17,1,57.3,ZONE-16
1.7,80.9,114.8,16.6,4.02,0.5499999999999999,2.0,90.1,0.47,13,1,44.7,ZONE-10
8.3,36.8,40.4,19.3,1.75,0.32999999999999996,1.48,90.2,0.33,18,1,60.9,ZONE-14
19.7,35.1,70.7,34.0,4.04,0.59,1.88,90.1,0.47,13,0,0.0,ZONE-10
0.5,5.0,31.5,14.1,3.0,0.31000000000000005,2.88,82.4,0.21000000000000002,11,0,0.0,ZONE-13
0.6,47.0,225.8,94.5,3.8499999999999996,0.6399999999999999,2.54,94.9,0.76,8,1,72.4,ZONE-05
23.1,30.0,175.6,13.2,2.8600000000000003,0.33,2.7199999999999998,80.6,0.17,11,1,64.0,ZONE-13
36.3,167.9,223.9,238.3,2.19,0.38,1.55,83.2,0.22,17,1,75.2,ZONE-16
10.1,17.6,43.5,54.0,4.63,0.51,2.0500000000000003,94.3,1.2,14,0,0.0,ZONE-09
0.9,25.2,204.0,12.7,3.29,0.36000000000000004,2.86,79.7,0.2,11,1,64.2,ZONE-13
18.9,78.5,208.0,193.3,2.9400000000000004,0.31000000000000005,2.6399999999999997,80.1,0.11000000000000001,11,1,78.0,ZONE-13
8.8,103.4,167.1,10.6,2.13,0.31,1.58,82.5,0.17,17,1,77.7,ZONE-16
7.8,39.5,52.3,61.4,4.11,0.58,2.16,96.8,1.27,14,0,0.0,ZONE-09
13.2,17.6,55.1,88.6,4.34,0.61,2.62,96.1,0.78,8,0,0.0,ZONE-05
8.3,8.6,9.0,26.5,4.04,0.51,2.05,89.2,0.55,13,0,0.0,ZONE-10
31.3,37.8,83.1,15.1,1.46,0.14,1.21,69.6,0.25,16,1,70.9,ZONE-15
4.7,51.8,110.5,6.0,8.12,1.15,3.25,76.5,2.55,5,0,0.0,ZONE-08
6.7,7.4,36.9,65.2,2.2,0.35,1.53,85.0,0.24000000000000002,17,1,50.0,ZONE-16
1.5,10.0,32.8,151.2,4.23,0.44,2.06,93.2,1.13,14,0,0.0,ZONE-09
60.0,61.1,125.5,27.9,4.449999999999999,0.7799999999999999,2.62,96.5,0.8700000000000001,8,0,0.0,ZONE-05
6.0,41.1,153.9,180.9,2.21,0.29,1.59,84.7,0.21000000000000002,17,1,73.9,ZONE-16
10.3,21.3,91.0,17.3,1.69,0.19,1.38,69.0,0.21,16,1,67.0,ZONE-15
10.0,21.1,69.2,16.5,2.11,0.4,1.3199999999999998,87.3,0.34,18,1,68.9,ZONE-14
2.6,65.2,70.0,42.3,2.3200000000000003,0.39,1.5299999999999998,91.0,0.4,18,1,69.9,ZONE-14
3.0,4.0,5.7,11.6,2.8800000000000003,0.39,2.6599999999999997,80.6,0.28,11,0,0.0,ZONE-13
24.2,32.5,167.7,52.3,7.89,1.26,3.04,77.80000000000001,2.58,5,0,0.0,ZONE-08
6.9,28.6,61.3,85.3,4.68,0.56,1.9700000000000002,96.2,1.24,14,0,0.0,ZONE-09
4.0,14.9,115.9,175.6,4.58,0.46,2.19,94.7,1.1199999999999999,14,0,0.0,ZONE-09
26.8,40.4,108.6,38.8,2.44,0.27,1.5499999999999998,88.1,0.49,18,1,69.4,ZONE-14
8.3,14.0,54.2,12.4,8.299999999999999,1.27,3.37,79.2,2.53,5,0,0.0,ZONE-08
4.8,53.1,63.5,4.4,1.9400000000000002,0.21,1.42,86.4,0.4,18,1,65.4,ZONE-14
0.9,71.6,103.4,31.6,2.24,0.4,1.5899999999999999,90.0,0.42000000000000004,18,1,69.6,ZONE-14
20.0,65.2,83.4,71.0,1.83,0.27999999999999997,1.35,81.5,0.21000000000000002,17,1,70.1,ZONE-16
17.7,44.3,51.7,125.2,1.81,0.27999999999999997,1.47,85.2,0.25,17,1,72.0,ZONE-16
9.3,17.6,42.5,2.3,8.09,1.23,3.08,79.10000000000001,2.55,5,0,0.0,ZONE-08
1.6,37.9,37.9,32.3,7.89,1.15,3.1700000000000004,79.5,2.52,5,0,0.0,ZONE-08
8.9,10.3,173.0,15.4,4.64,0.48,2.04,93.10000000000001,1.22,14,0,0.0,ZONE-09
4.4,13.5,25.3,0.1,2.3200000000000003,0.22999999999999998,1.3399999999999999,90.4,0.46,18,1,39.4,ZONE-14
15.7,100.9,112.3,65.3,3.7399999999999998,0.76,2.48,92.7,0.8500000000000001,8,0,0.0,ZONE-05
16.3,63.5,88.2,21.7,4.19,0.41000000000000003,2.2800000000000002,96.8,1.27,14,0,0.0,ZONE-09
4.7,35.9,112.3,12.0,1.4100000000000001,0.24000000000000002,1.04,71.7,0.19999999999999998,16,1,71.7,ZONE-15
5.6,63.7,137.7,251.4,7.859999999999999,1.2,3.1,78.30000000000001,2.55,5,0,0.0,ZONE-08
16.8,29.3,69.5,64.9,3.3600000000000003,0.43000000000000005,2.75,84.4,0.21000000000000002,11,0,0.0,ZONE-13
1.0,20.7,76.3,11.0,1.54,0.16,1.3199999999999998,72.7,0.21,16,1,69.1,ZONE-15
18.2,40.1,177.0,2.6,1.75,0.32999999999999996,1.47,91.0,0.37,18,1,72.8,ZONE-14
3.7,26.7,42.5,75.2,2.09,0.23,1.0899999999999999,71.3,0.4,16,1,48.2,ZONE-15
17.1,19.8,52.3,42.7,3.79,0.62,1.84,87.2,0.59,13,0,0.0,ZONE-10
5.5,73.0,152.1,71.7,1.73,0.38,1.3199999999999998,88.4,0.45,18,1,71.9,ZONE-14
15.0,30.5,144.7,71.2,3.6799999999999997,0.5599999999999999,2.2,91.9,0.46,13,1,55.5,ZONE-10
15.7,65.2,79.6,98.7,2.1,0.28,1.33,69.2,0.31,16,1,68.9,ZONE-15
2.6,13.2,31.6,230.5,3.0700000000000003,0.38,2.65,83.4,0.2,11,0,0.0,ZONE-13
23.3,53.5,111.9,49.5,8.03,1.21,3.1700000000000004,77.30000000000001,2.52,5,0,0.0,ZONE-08
35.3,52.4,73.9,10.7,4.13,0.6399999999999999,2.46,93.7,0.8600000000000001,8,0,0.0,ZONE-05
18.5,51.6,73.4,1.5,3.0500000000000003,0.44,2.8099999999999996,79.8,0.30000000000000004,11,0,0.0,ZONE-13
21.9,22.2,76.9,210.9,3.3200000000000003,0.41000000000000003,2.6599999999999997,79.4,0.21000000000000002,11,1,42.4,ZONE-13
6.9,13.6,68.5,101.9,3.0500000000000003,0.48000000000000004,2.8899999999999997,83.6,0.28,11,0,0.0,ZONE-13
9.5,94.8,97.2,42.2,2.37,0.26,1.6,85.9,0.23,17,1,76.8,ZONE-16
15.2,64.8,73.7,96.6,3.4200000000000004,0.32,2.67,83.6,0.22,11,1,28.5,ZONE-13
9.7,22.3,28.7,120.3,8.18,1.15,3.0100000000000002,75.9,2.56,5,0,0.0,ZONE-08
2.1,11.4,26.8,123.1,3.2,0.42000000000000004,2.88,81.2,0.27,11,0,0.0,ZONE-13
13.4,53.2,66.2,58.8,4.08,0.6299999999999999,2.49,93.0,0.89,8,0,0.0,ZONE-05
10.2,54.9,161.3,0.7,2.16,0.14,1.27,70.2,0.24,16,1,72.6,ZONE-15
13.5,14.8,50.6,20.3,4.39,0.7,2.5300000000000002,93.2,0.75,8,0,0.0,ZONE-05
4.4,15.3,59.0,24.4,2.22,0.32,1.63,85.3,0.18000000000000002,17,1,62.5,ZONE-16
15.8,28.8,32.0,91.9,2.12,0.29,1.5299999999999998,85.8,0.5,18,1,57.7,ZONE-14
4.0,18.2,70.2,24.2,2.39,0.21,1.45,85.6,0.29000000000000004,17,1,59.0,ZONE-16
0.7,12.4,142.5,61.6,4.02,0.6599999999999999,2.73,93.3,0.78,8,0,0.0,ZONE-05
13.4,38.4,48.4,32.5,2.25,0.38,1.39,89.4,0.32,18,1,62.2,ZONE-14
16.7,19.4,34.0,19.4,3.4200000000000004,0.49,2.88,79.8,0.18000000000000002,11,0,0.0,ZONE-13
6.8,105.1,108.2,43.9,3.7199999999999998,0.69,2.7600000000000002,95.9,0.88,8,0,0.0,ZONE-05
2.4,90.6,96.0,31.0,4.3,0.54,2.2600000000000002,96.0,1.24,14,0,0.0,ZONE-09
16.1,46.6,71.3,25.5,4.17,0.54,2.15,91.7,1.24,14,0,0.0,ZONE-09
6.1,13.8,24.1,39.6,3.1,0.38,2.9099999999999997,84.5,0.21000000000000002,11,0,0.0,ZONE-13
3.8,12.3,60.4,207.5,2.93,0.33,2.9099999999999997,79.3,0.16,11,1,33.8,ZONE-13
11.1,13.1,16.6,181.5,3.9299999999999997,0.6399999999999999,2.7600000000000002,96.3,0.7000000000000001,8,0,0.0,ZONE-05
4.2,6.6,47.7,58.6,1.4100000000000001,0.2,1.2,73.8,0.32,16,1,61.7,ZONE-15
12.5,20.3,21.0,201.2,8.17,1.2,3.16,75.9,2.52,5,0,0.0,ZONE-08
3.5,31.7,86.9,56.5,8.41,1.16,3.25,80.30000000000001,2.44,5,0,0.0,ZONE-08
4.5,12.4,53.4,120.6,2.92,0.43000000000000005,2.61,84.1,0.23,11,0,0.0,ZONE-13
35.2,38.0,45.6,173.7,1.6600000000000001,0.12000000000000001,1.04,75.0,0.22999999999999998,16,1,71.6,ZONE-15
16.0,69.6,79.8,53.1,3.5700000000000003,0.45,2.7399999999999998,79.2,0.25,11,0,0.0,ZONE-13
14.5,43.0,66.6,0.9,3.69,0.58,1.83,88.6,0.51,13,0,0.0,ZONE-10
10.5,17.8,44.7,189.6,1.78,0.12000000000000001,1.3399999999999999,71.0,0.27999999999999997,16,1,66.5,ZONE-15
6.1,51.9,61.3,67.0,8.19,1.1199999999999999,3.29,79.2,2.6,5,0,0.0,ZONE-08
45.3,48.0,48.4,34.1,4.279999999999999,0.72,2.72,94.7,0.79,8,0,0.0,ZONE-05
1.2,35.7,146.4,34.2,3.61,0.62,2.05,91.6,0.52,13,1,55.0,ZONE-10
3.6,17.8,75.6,0.5,4.09,0.6399999999999999,2.64,94.8,0.9,8,0,0.0,ZONE-05
10.7,34.5,80.2,16.6,1.79,0.29,1.52,89.9,0.34,18,1,73.1,ZONE-14
15.0,17.4,27.4,126.0,1.93,0.27,1.52,84.8,0.1,17,1,62.2,ZONE-16
16.1,16.4,29.2,14.5,1.6,0.11000000000000001,1.1199999999999999,72.3,0.35,16,1,44.9,ZONE-15
3.8,10.9,13.8,36.9,3.67,0.64,2.05,86.2,0.44,13,0,0.0,ZONE-10
15.8,39.1,89.4,5.1,4.07,0.6799999999999999,1.99,88.8,0.41000000000000003,13,0,0.0,ZONE-10
36.3,81.9,155.5,103.9,3.1900000000000004,0.43000000000000005,2.96,82.2,0.17,11,1,74.2,ZONE-13
32.4,52.0,62.1,57.5,2.34,0.21,1.51,84.4,0.24000000000000002,17,1,69.8,ZONE-16
16.3,49.8,83.0,4.3,1.87,0.33999999999999997,1.52,90.8,0.37,18,1,77.0,ZONE-14
5.6,69.0,108.5,46.4,2.0700000000000003,0.17,1.15,72.2,0.22999999999999998,16,1,75.5,ZONE-15
3.8,15.3,116.9,65.9,3.2800000000000002,0.47000000000000003,2.9,83.2,0.16,11,1,29.8,ZONE-13
18.6,33.7,78.5,17.1,1.67,0.38,1.45,86.0,0.16,17,1,72.2,ZONE-16
14.7,28.6,54.9,62.9,2.89,0.46,2.9099999999999997,84.5,0.19,11,0,0.0,ZONE-13
33.0,34.7,113.1,20.8,2.34,0.38,1.2599999999999998,87.5,0.4,18,1,77.7,ZONE-14
7.0,7.6,23.7,41.9,2.02,0.13,1.3499999999999999,73.9,0.39,16,1,35.2,ZONE-15
0.7,17.6,135.4,6.7,2.96,0.31000000000000005,2.76,84.2,0.12000000000000001,11,1,48.6,ZONE-13
17.3,30.5,78.4,18.1,2.25,0.32,1.23,88.3,0.31000000000000005,18,1,70.2,ZONE-14
2.1,6.5,9.8,12.3,1.42,0.25,1.26,70.3,0.24,16,1,28.9,ZONE-15
13.1,66.5,142.2,69.3,4.02,0.63,1.91,86.9,0.42,13,1,64.2,ZONE-10
1.4,9.9,26.6,17.3,4.27,0.47,2.0300000000000002,92.0,1.24,14,0,0.0,ZONE-09
8.7,27.9,47.8,26.2,1.86,0.13,1.1199999999999999,74.4,0.31,16,1,54.1,ZONE-15
21.2,60.1,76.7,147.1,2.08,0.33999999999999997,1.24,85.8,0.39,18,1,71.9,ZONE-14
36.6,46.5,66.2,42.3,4.1899999999999995,0.6599999999999999,2.73,94.8,0.8300000000000001,8,0,0.0,ZONE-05
34.0,86.3,91.2,29.9,4.88,0.55,2.0900000000000003,92.0,1.26,14,0,0.0,ZONE-09
9.7,27.2,36.9,117.5,3.78,0.6599999999999999,2.66,95.1,0.79,8,0,0.0,ZONE-05
13.6,59.1,147.2,82.8,7.81,1.28,3.1,77.60000000000001,2.44,5,0,0.0,ZONE-08
6.9,30.5,38.4,67.2,4.03,0.6799999999999999,1.98,86.2,0.5,13,0,0.0,ZONE-10
2.4,32.0,43.7,7.5,3.78,0.6699999999999999,1.91,88.1,0.51,13,0,0.0,ZONE-10
2.2,2.2,59.3,79.1,4.42,0.54,1.9400000000000002,94.5,1.1099999999999999,14,0,0.0,ZONE-09
8.7,13.1,17.0,1.2,1.83,0.18000000000000002,1.17,72.7,0.31,16,1,35.3,ZONE-15
2.2,57.6,70.0,26.2,1.65,0.24,1.58,83.6,0.30000000000000004,17,1,71.6,ZONE-16
1.3,7.6,40.6,56.2,3.84,0.5499999999999999,2.07,86.5,0.59,13,0,0.0,ZONE-10
3.4,4.9,27.2,16.0,3.7899999999999996,0.72,2.5300000000000002,91.1,0.79,8,0,0.0,ZONE-05
3.0,83.4,126.5,48.8,2.16,0.11000000000000001,1.04,73.9,0.35,16,1,74.4,ZONE-15
6.4,20.4,55.4,71.5,4.22,0.61,2.49,91.3,0.8200000000000001,8,0,0.0,ZONE-05
14.5,19.2,50.4,31.9,2.31,0.32999999999999996,1.38,87.2,0.42000000000000004,18,1,56.1,ZONE-14
24.5,49.5,83.7,7.4,8.25,1.16,3.23,80.9,2.46,5,0,0.0,ZONE-08
11.2,14.3,32.8,9.2,2.17,0.38,1.7,84.5,0.22,17,1,39.2,ZONE-16
14.1,19.9,42.3,135.6,3.4800000000000004,0.31000000000000005,2.96,84.8,0.1,11,0,0.0,ZONE-13
2.7,20.4,44.9,1.1,3.4899999999999998,0.5599999999999999,1.81,88.6,0.52,13,0,0.0,ZONE-10
18.9,20.7,49.6,49.4,3.9699999999999998,0.58,1.97,87.3,0.43,13,0,0.0,ZONE-10
11.9,41.1,54.2,0.6,2.95,0.38,2.9699999999999998,84.0,0.13,11,0,0.0,ZONE-13
15.4,34.6,116.0,103.4,2.91,0.31000000000000005,2.61,83.3,0.2,11,1,59.2,ZONE-13
22.2,38.8,57.1,94.1,2.87,0.43000000000000005,2.77,81.7,0.26,11,0,0.0,ZONE-13
7.2,12.3,99.2,128.5,2.1,0.29,1.47,85.9,0.18000000000000002,17,1,71.9,ZONE-16
7.5,9.5,31.6,97.6,2.08,0.32,1.6400000000000001,82.4,0.2,17,1,53.3,ZONE-16
27.8,33.5,36.6,125.9,3.4299999999999997,0.51,1.99,88.2,0.52,13,0,0.0,ZONE-10
5.9,25.4,180.4,4.1,4.21,0.55,2.29,97.10000000000001,1.26,14,1,40.3,ZONE-09
12.5,14.4,35.6,97.7,4.52,0.52,2.0,95.0,1.23,14,0,0.0,ZONE-09
6.8,153.6,190.4,23.2,4.65,0.51,2.13,94.9,1.28,14,1,67.1,ZONE-09
3.0,13.8,34.8,4.3,2.08,0.3,1.39,89.9,0.38,18,1,53.7,ZONE-14
5.5,21.1,78.8,64.2,1.6300000000000001,0.11000000000000001,1.3699999999999999,73.5,0.35,16,1,70.6,ZONE-15
14.8,15.0,26.0,65.0,2.2,0.32,1.43,89.4,0.36000000000000004,18,1,55.2,ZONE-14
7.9,8.0,81.4,88.9,1.9300000000000002,0.21999999999999997,1.4,90.6,0.36000000000000004,18,1,69.6,ZONE-14
9.5,11.2,76.7,52.6,1.62,0.15000000000000002,1.3,72.6,0.38,16,1,69.9,ZONE-15
18.3,53.1,126.2,43.8,3.9999999999999996,0.6399999999999999,2.71,91.9,0.74,8,0,0.0,ZONE-05
1.8,29.6,73.2,81.3,1.9700000000000002,0.21999999999999997,1.2599999999999998,91.1,0.33,18,1,73.3,ZONE-14
2.2,7.6,107.1,83.2,2.22,0.25,1.48,84.8,0.14,17,1,76.2,ZONE-16
28.7,64.2,105.1,63.7,3.44,0.5499999999999999,2.13,86.3,0.49,13,1,49.0,ZONE-10
26.4,48.0,93.0,10.2,4.3,0.75,2.61,92.8,0.8400000000000001,8,0,0.0,ZONE-05
7.7,39.2,53.4,13.6,3.9099999999999997,0.71,2.5700000000000003,92.2,0.8600000000000001,8,0,0.0,ZONE-05
4.5,11.4,22.3,33.2,2.14,0.39,1.57,81.2,0.28,17,1,33.6,ZONE-16
28.6,46.3,55.7,4.8,2.09,0.32999999999999996,1.41,82.6,0.26,17,1,60.6,ZONE-16
14.3,26.4,104.0,64.6,1.97,0.33999999999999997,1.4,85.0,0.25,17,1,74.4,ZONE-16
19.1,27.0,80.0,18.4,3.0500000000000003,0.30000000000000004,2.5999999999999996,79.4,0.18000000000000002,11,0,0.0,ZONE-13
33.6,58.9,76.6,18.8,4.65,0.47,2.19,92.7,1.1099999999999999,14,0,0.0,ZONE-09
2.5,32.2,43.3,54.3,4.15,0.52,2.2600000000000002,92.5,1.22,14,0,0.0,ZONE-09
3.7,30.8,106.7,90.3,4.67,0.42,2.24,92.0,1.23,14,0,0.0,ZONE-09
17.2,22.4,26.6,72.0,3.52,0.44,2.6999999999999997,81.8,0.29000000000000004,11,0,0.0,ZONE-13
5.5,19.7,21.1,18.0,4.4399999999999995,0.6599999999999999,2.5700000000000003,95.9,0.8500000000000001,8,0,0.0,ZONE-05
0.4,53.2,65.8,48.9,3.61,0.6599999999999999,1.91,86.4,0.48,13,0,0.0,ZONE-10
0.5,28.0,45.6,136.9,1.9100000000000001,0.36,1.27,85.9,0.5,18,1,65.2,ZONE-14
26.3,36.1,140.2,333.7,1.74,0.3,1.3599999999999999,85.6,0.14,17,1,78.4,ZONE-16
20.9,67.5,80.4,51.6,4.27,0.62,2.43,93.9,0.75,8,0,0.0,ZONE-05
0.8,3.3,309.6,23.7,3.7199999999999998,0.7,2.66,90.5,0.7100000000000001,8,1,73.4,ZONE-05
16.5,57.6,145.4,362.6,3.3600000000000003,0.48000000000000004,2.8299999999999996,82.1,0.29000000000000004,11,1,74.9,ZONE-13
3.3,4.3,28.1,8.4,1.92,0.35,1.62,81.4,0.15000000000000002,17,1,37.8,ZONE-16
0.3,11.5,80.4,50.1,3.8,0.71,2.8000000000000003,92.5,0.76,8,0,0.0,ZONE-05
4.5,31.1,43.0,0.9,2.21,0.39,1.24,88.7,0.49,18,1,46.6,ZONE-14
17.3,41.7,106.4,2.4,4.31,0.6599999999999999,2.48,93.8,0.89,8,0,0.0,ZONE-05
21.8,46.0,83.3,58.8,7.9399999999999995,1.18,3.04,79.5,2.5,5,0,0.0,ZONE-08
24.0,46.1,85.2,280.5,4.29,0.6299999999999999,2.48,94.8,0.8200000000000001,8,0,0.0,ZONE-05
17.0,31.6,86.9,29.6,4.01,0.76,2.66,93.5,0.89,8,0,0.0,ZONE-05
3.1,25.8,144.3,158.8,4.47,0.6,2.54,92.5,0.8400000000000001,8,0,0.0,ZONE-05
5.0,23.8,34.5,326.0,1.69,0.36,1.57,83.8,0.24000000000000002,17,1,78.4,ZONE-16
47.6,73.8,147.2,75.3,3.39,0.35000000000000003,2.63,83.4,0.2,11,1,64.3,ZONE-13
10.8,12.2,39.5,67.4,1.8900000000000001,0.32999999999999996,1.21,89.3,0.48000000000000004,18,1,65.2,ZONE-14
13.6,25.3,153.2,11.0,4.46,0.43,2.14,96.10000000000001,1.1199999999999999,14,0,0.0,ZONE-09
8.3,37.7,91.5,62.8,4.18,0.72,2.43,91.7,0.77,8,0,0.0,ZONE-05
3.9,8.1,53.6,54.9,1.8599999999999999,0.4,1.53,81.8,0.27,17,1,61.9,ZONE-16
2.4,32.9,60.2,66.1,2.17,0.27,1.25,86.3,0.38,18,1,70.0,ZONE-14
21.8,26.5,27.4,90.6,3.1500000000000004,0.49,2.6199999999999997,79.6,0.27,11,0,0.0,ZONE-13
11.3,41.4,123.4,97.4,2.22,0.19999999999999998,1.49,81.0,0.14,17,1,71.7,ZONE-16
38.9,58.1,88.3,30.8,1.73,0.26,1.31,73.2,0.24,16,1,74.5,ZONE-15
2.0,23.3,37.9,152.5,4.029999999999999,0.7899999999999999,2.64,90.7,0.74,8,0,0.0,ZONE-05
10.5,33.0,52.7,3.2,4.1899999999999995,0.62,2.73,92.3,0.78,8,0,0.0,ZONE-05
