location,zone_id,ward,rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,data_source
Dispur Capital Zone,ZONE-NE02,Ward 22,90.7,316.8,720.7,443.2,58.01,0.56,2.01,87.8,0.58,14,1,81.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,79.3,332.8,759.1,453.8,58.08,0.44,2.03,88.1,0.6,14,1,80.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,93.4,331.7,790.3,422.8,58.37,0.53,2.06,88.7,0.59,14,1,85.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,78.7,329.8,707.6,451.2,57.51,0.49,2.11,87.1,0.57,14,1,84.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,84.8,328.6,743.6,472.4,57.9,0.51,2.21,89.5,0.61,14,1,83.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,78.6,344.0,689.1,436.3,58.0,0.57,2.23,86.9,0.58,14,1,82.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,81.7,354.4,744.7,462.9,57.63,0.49,1.93,88.2,0.59,14,1,79.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,91.7,362.4,629.4,433.6,58.23,0.58,2.1,88.1,0.63,14,1,83.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,98.4,411.6,778.4,450.5,57.85,0.52,2.11,89.4,0.61,14,1,80.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,84.5,339.1,855.9,432.9,58.27,0.45,2.17,88.3,0.62,14,1,78.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,96.4,317.3,833.4,465.0,57.98,0.48,2.02,86.4,0.63,14,1,85.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,90.7,328.8,664.0,454.4,57.98,0.52,2.06,89.7,0.61,14,1,84.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,90.3,273.7,692.3,449.2,58.01,0.44,2.08,88.6,0.55,14,1,82.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,80.9,329.4,768.1,446.0,58.12,0.53,2.09,88.1,0.59,14,1,84.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,88.0,297.2,831.2,457.4,58.16,0.57,2.3,87.3,0.59,14,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,79.5,335.7,644.4,457.4,57.91,0.51,2.17,88.6,0.6,14,1,78.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,92.3,342.2,597.1,448.1,58.25,0.46,1.99,87.9,0.59,14,1,85.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,94.4,296.3,722.5,442.3,57.84,0.5,2.07,88.7,0.62,14,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,92.9,368.7,673.0,452.4,58.04,0.54,1.98,88.4,0.61,14,1,85.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,79.0,297.7,751.5,467.1,57.75,0.46,1.96,89.6,0.61,14,1,83.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,89.5,282.0,704.0,463.0,58.18,0.53,2.14,86.8,0.59,14,1,82.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,44.2,187.1,431.3,195.6,58.16,0.46,1.98,86.4,0.59,14,1,79.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,42.7,145.2,342.8,188.9,58.14,0.48,2.13,88.4,0.58,14,1,81.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,47.7,148.2,374.3,207.7,58.04,0.5,2.01,88.2,0.58,14,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,47.1,178.4,471.1,181.8,57.88,0.53,2.15,88.1,0.58,14,1,82.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,38.5,216.0,448.5,174.3,57.95,0.51,2.11,88.2,0.57,14,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,40.1,179.5,334.5,190.4,58.11,0.51,2.12,88.2,0.6,14,1,80.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,42.9,157.7,350.2,184.1,58.19,0.41,2.16,86.0,0.63,14,1,79.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,38.4,169.6,372.9,217.2,57.3,0.56,1.98,89.8,0.61,14,1,80.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,36.6,171.0,389.1,194.7,57.92,0.45,2.2,87.1,0.55,14,1,79.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,39.2,161.0,444.6,194.0,58.29,0.43,2.03,87.6,0.62,14,1,78.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,41.7,164.2,265.6,188.4,57.7,0.6,2.19,86.3,0.61,14,1,83.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,45.5,170.0,330.2,179.5,57.58,0.43,2.08,88.2,0.59,14,1,79.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,37.6,184.5,344.7,207.3,58.14,0.51,2.19,87.5,0.58,14,1,80.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,48.5,169.2,431.8,178.9,58.3,0.53,2.06,87.0,0.63,14,1,84.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,41.0,192.6,300.1,185.9,58.03,0.54,2.09,87.1,0.63,14,1,78.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,44.2,181.2,353.8,178.3,58.12,0.41,2.04,89.7,0.56,14,1,81.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,39.3,183.2,433.1,186.4,58.01,0.48,2.1,89.3,0.6,14,1,85.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,42.0,168.2,422.9,198.8,57.94,0.56,2.17,86.9,0.62,14,1,80.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,46.3,180.2,434.5,207.2,58.03,0.52,2.22,88.7,0.56,14,1,78.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,43.1,154.2,374.9,171.2,58.03,0.52,2.11,85.9,0.57,14,1,83.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,38.1,194.8,413.9,200.1,57.98,0.48,2.03,87.9,0.59,14,1,83.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,45.9,173.2,312.4,174.9,58.23,0.49,2.29,90.0,0.56,14,1,78.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,49.8,161.2,390.5,195.7,57.85,0.46,2.03,87.9,0.58,14,1,80.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,33.1,153.9,376.5,207.1,57.7,0.5,2.03,88.6,0.59,14,1,85.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,43.4,183.6,361.3,212.2,57.91,0.56,2.15,87.5,0.6,14,1,80.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,49.2,186.4,399.8,198.3,58.03,0.46,2.01,89.4,0.6,14,1,84.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,39.8,195.5,232.8,180.1,58.12,0.54,2.11,86.8,0.6,14,1,80.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,43.3,143.9,386.7,186.8,57.97,0.47,2.19,87.6,0.6,14,1,78.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,45.9,177.6,428.0,195.0,58.15,0.55,2.27,89.1,0.59,14,1,80.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,36.2,142.8,337.9,193.3,58.25,0.47,2.11,90.2,0.58,14,1,81.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,43.6,155.1,402.4,192.9,57.68,0.42,2.12,88.7,0.61,14,1,78.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,43.9,147.4,359.2,196.9,58.1,0.49,2.1,88.8,0.6,14,1,85.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,36.3,169.0,380.4,199.3,58.07,0.52,2.4,89.3,0.64,14,1,84.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,40.2,177.0,331.8,194.1,57.95,0.48,2.1,89.9,0.61,14,1,80.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,37.8,144.6,390.8,189.0,58.02,0.46,2.1,89.0,0.6,14,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,34.7,122.4,277.6,129.2,58.1,0.49,2.1,87.9,0.61,14,1,78.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,30.0,122.3,274.3,120.1,58.04,0.53,2.27,88.6,0.62,14,1,85.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,25.3,105.2,303.2,123.5,57.31,0.53,2.25,89.6,0.59,14,1,85.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,29.1,124.1,266.5,139.0,57.35,0.52,2.23,86.7,0.59,14,1,80.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,31.5,125.3,229.1,143.2,58.51,0.49,2.13,89.0,0.64,14,1,78.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,29.0,118.0,240.9,111.5,57.75,0.51,2.05,87.3,0.59,14,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,27.6,112.8,251.7,109.3,57.9,0.46,2.17,88.5,0.64,14,1,81.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,29.6,123.4,269.8,124.1,58.09,0.44,2.0,87.8,0.58,14,1,80.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,36.2,116.7,304.8,107.1,58.03,0.53,2.03,87.3,0.62,14,1,81.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,26.4,122.2,274.9,143.2,58.14,0.51,2.07,88.7,0.6,14,1,79.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,30.6,113.3,246.0,127.4,58.17,0.52,2.17,88.6,0.57,14,1,79.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,32.5,122.1,349.7,137.8,58.02,0.54,2.05,86.4,0.61,14,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,28.0,142.2,258.8,117.7,57.78,0.48,2.07,88.0,0.6,14,1,78.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,30.3,130.0,210.0,132.0,57.9,0.47,2.01,87.0,0.63,14,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,28.2,124.5,252.1,123.0,58.35,0.48,2.11,87.6,0.61,14,1,82.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,34.8,120.2,243.5,89.1,58.16,0.42,2.09,87.5,0.62,14,1,82.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,28.7,127.3,255.1,122.8,57.82,0.58,2.14,89.6,0.58,14,1,84.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,29.2,119.9,285.4,116.4,58.14,0.44,1.88,89.2,0.6,14,1,82.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,31.1,124.1,273.0,112.7,57.98,0.41,2.1,89.2,0.6,14,1,81.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,24.8,114.1,239.0,111.0,58.03,0.51,2.11,89.8,0.62,14,1,80.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,26.9,126.8,244.9,108.9,58.27,0.42,2.01,86.3,0.61,14,1,82.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,29.4,98.0,235.0,123.0,58.04,0.55,2.16,89.5,0.58,14,1,79.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,25.5,134.3,284.8,141.3,57.79,0.43,2.1,86.9,0.57,14,1,84.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,33.2,118.0,231.5,119.1,58.06,0.6,2.23,88.2,0.63,14,1,79.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,35.0,119.5,239.5,120.9,57.78,0.58,2.1,88.2,0.63,14,1,78.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,33.3,116.6,285.6,124.5,58.1,0.43,2.14,90.3,0.6,14,1,83.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,31.9,104.4,255.9,123.8,58.05,0.48,2.1,89.4,0.59,14,1,85.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,27.9,141.6,217.4,129.7,58.1,0.5,2.0,88.7,0.6,14,1,78.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,29.9,108.0,230.1,123.5,57.8,0.53,1.98,88.1,0.6,14,1,80.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,26.6,138.5,237.6,119.6,57.96,0.52,2.25,88.4,0.56,14,1,78.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,32.3,138.9,302.5,119.0,58.15,0.56,1.92,89.0,0.63,14,1,85.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,31.0,114.9,250.3,111.1,57.87,0.5,2.17,88.9,0.61,14,1,82.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,26.8,121.0,284.3,117.1,58.03,0.49,2.16,90.0,0.58,14,1,80.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,29.3,109.5,262.2,125.4,58.11,0.53,2.0,88.4,0.63,14,1,79.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,25.4,118.8,257.6,113.4,57.83,0.58,2.08,88.0,0.63,14,1,79.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.9,46.3,79.2,40.4,58.15,0.55,2.01,90.1,0.61,14,1,71.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.0,37.6,88.0,35.2,57.65,0.56,2.01,88.1,0.63,14,1,73.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,11.6,42.9,103.6,33.0,57.92,0.48,2.19,89.4,0.63,14,1,82.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.2,46.7,86.0,34.9,58.1,0.52,2.23,86.4,0.64,14,1,71.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,14.0,55.5,79.2,32.3,58.03,0.45,1.97,89.2,0.62,14,1,77.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.2,40.8,101.1,46.0,58.18,0.46,1.95,87.1,0.59,14,1,77.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,13.5,47.6,93.7,49.1,57.97,0.54,2.07,87.1,0.58,14,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,13.1,40.7,100.2,21.7,58.07,0.48,2.06,86.0,0.59,14,1,73.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.3,51.2,86.4,46.9,58.24,0.53,2.06,86.8,0.6,14,1,76.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.5,58.5,100.7,39.4,57.79,0.54,2.06,87.3,0.58,14,1,76.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,15.4,41.3,86.4,47.2,58.1,0.55,2.35,86.9,0.62,14,1,76.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.4,48.1,87.5,35.8,58.1,0.46,2.15,87.8,0.61,14,1,72.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.5,42.0,103.7,56.2,58.13,0.47,2.12,85.9,0.62,14,1,81.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.0,43.2,81.1,39.1,57.86,0.54,2.21,88.2,0.6,14,1,71.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,11.7,45.3,108.6,65.1,57.9,0.51,2.25,87.8,0.63,14,1,81.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,11.6,47.6,90.4,41.7,57.93,0.52,2.07,88.6,0.59,14,1,78.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,11.7,44.6,98.2,47.4,57.9,0.53,2.27,87.4,0.6,14,1,82.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,11.8,48.6,98.2,49.5,57.84,0.51,2.11,88.6,0.58,14,1,78.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.1,40.9,101.2,23.4,58.03,0.51,2.24,86.4,0.59,14,1,76.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,13.9,35.8,100.3,51.5,58.06,0.47,2.09,87.4,0.62,14,1,81.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,10.9,48.9,91.8,39.0,57.78,0.6,2.0,89.8,0.57,14,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,11.7,46.1,93.5,43.5,57.78,0.48,2.07,89.1,0.59,14,1,78.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,13.4,40.1,93.4,21.8,58.06,0.5,2.06,86.8,0.6,14,1,75.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.0,42.4,103.5,40.2,57.95,0.52,2.01,87.0,0.64,14,1,78.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,14.9,44.8,85.5,35.3,58.05,0.47,2.09,87.7,0.61,14,1,79.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,10.5,39.9,93.8,45.3,57.88,0.53,2.15,87.8,0.59,14,1,81.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,13.3,45.3,103.1,38.4,58.15,0.52,2.18,87.2,0.6,14,1,78.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,10.8,47.2,98.8,42.9,57.76,0.54,2.02,87.7,0.56,14,1,75.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,13.2,46.0,101.2,39.5,58.05,0.49,2.12,86.5,0.64,14,1,79.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.4,48.0,100.4,36.1,58.27,0.57,2.04,88.1,0.63,14,1,74.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,13.4,49.2,78.8,37.4,58.05,0.55,2.36,87.6,0.61,14,1,72.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,12.3,40.4,99.5,40.6,57.86,0.49,2.3,86.3,0.58,14,1,79.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,8.1,41.5,93.9,51.9,57.99,0.51,2.0,87.3,0.64,14,1,79.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,14.4,52.5,102.0,28.4,57.83,0.47,2.02,88.5,0.56,14,1,77.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,13.0,41.9,89.7,49.4,58.09,0.55,2.15,86.1,0.59,14,1,73.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.9,13.8,25.5,9.7,58.07,0.51,2.14,87.6,0.59,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,3.3,12.0,28.1,8.4,57.88,0.59,2.08,87.4,0.63,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.7,11.6,23.9,6.8,58.38,0.5,2.03,88.1,0.62,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,3.2,11.9,29.1,17.9,58.17,0.53,2.18,86.8,0.59,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,3.0,10.8,28.5,0.0,58.06,0.52,2.11,88.1,0.57,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,3.0,11.1,24.5,0.0,57.99,0.56,1.98,87.9,0.6,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.7,11.6,23.5,0.0,57.82,0.49,2.11,88.9,0.57,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.4,10.7,23.7,10.2,57.9,0.45,1.83,88.0,0.54,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,3.3,12.6,26.0,10.8,58.19,0.45,2.02,88.3,0.61,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.8,13.7,26.0,0.0,57.87,0.61,2.15,87.9,0.57,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.7,12.1,20.5,8.1,57.76,0.51,2.18,88.0,0.58,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.8,11.9,25.5,6.1,57.82,0.45,2.26,87.8,0.57,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.7,10.7,25.3,0.9,58.12,0.55,2.0,87.7,0.57,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,3.0,12.2,28.5,0.0,58.1,0.47,2.17,88.6,0.6,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Dispur Capital Zone,ZONE-NE02,Ward 22,2.8,12.6,25.7,10.1,58.03,0.46,2.26,87.3,0.61,14,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
