state,district,soil_type,nitrogen,phosphorus,potassium,ph_level,rainfall_mm,temperature_c,crop,season,yield_q_acre,cost_per_acre,mandi_price_per_q,peak_selling_month,peak_selling_window,weather_risk
Uttarakhand,Udham Singh Nagar,Sandy Loam,116,58,37,6.7,1144.5,26.0,Wheat,Rabi,10.8,4993.0,2218.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,121,62,36,6.5,1158.1,25.7,Wheat,Rabi,10.4,5151.0,2176.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,133,69,36,6.0,1003.3,25.0,Wheat,Rabi,16.7,5238.0,2140.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,113,69,39,6.7,988.4,25.0,Wheat,Rabi,19.4,5210.0,2364.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,109,53,53,7.4,1224.6,24.8,Wheat,Rabi,13.6,5340.0,2158.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,111,74,32,6.4,1037.5,21.3,Wheat,Rabi,16.9,4864.0,2313.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,122,74,33,6.8,1185.7,28.2,Wheat,Rabi,14.7,5373.0,2343.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,129,70,24,6.7,1110.2,28.1,Wheat,Rabi,16.4,5044.0,2326.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,130,55,46,6.6,803.7,23.8,Wheat,Rabi,17.0,5127.0,2212.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,123,60,22,6.5,1033.6,25.9,Wheat,Rabi,12.1,5114.0,2331.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,108,73,57,6.3,1282.3,28.7,Wheat,Rabi,12.1,4775.0,2178.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,125,69,54,6.6,1143.1,24.7,Wheat,Rabi,11.2,4984.0,2447.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,118,69,36,6.4,1165.9,26.9,Wheat,Rabi,12.5,4947.0,2356.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,119,56,41,6.7,1048.2,22.5,Wheat,Rabi,17.8,5246.0,2216.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,90,60,32,6.3,1055.5,25.0,Wheat,Rabi,13.3,4844.0,2336.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,119,49,41,6.3,1220.2,26.0,Wheat,Rabi,12.4,5159.0,2246.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,117,37,50,6.1,1299.7,25.5,Wheat,Rabi,11.3,5238.0,2368.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,117,61,28,6.7,1217.6,25.6,Wheat,Rabi,8.7,4817.0,2236.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,120,60,28,6.7,1218.8,25.5,Wheat,Rabi,12.2,5006.0,2226.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,75,59,44,6.8,1111.4,25.4,Wheat,Rabi,13.5,4996.0,2189.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,110,53,42,6.1,1164.5,23.6,Wheat,Rabi,10.7,5105.0,2233.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,96,57,57,6.1,926.1,23.8,Wheat,Rabi,20.4,4975.0,2452.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,88,39,22,6.9,1022.2,26.3,Wheat,Rabi,13.1,5084.0,2151.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,91,72,35,6.1,1156.5,24.4,Wheat,Rabi,12.2,4812.0,2457.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,100,66,34,6.3,1220.4,24.3,Wheat,Rabi,12.2,5370.0,2155.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,102,59,28,6.7,1189.6,27.6,Wheat,Rabi,14.8,5072.0,2426.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,116,70,36,6.6,978.3,23.7,Wheat,Rabi,13.4,5319.0,2226.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,131,61,49,6.4,970.4,21.7,Wheat,Rabi,19.7,4800.0,2189.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,103,47,39,6.2,1112.6,23.8,Wheat,Rabi,9.7,5198.0,2260.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,153,54,34,7.0,932.9,26.9,Wheat,Rabi,18.4,4994.0,2253.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,120,57,35,6.7,1020.0,25.2,Wheat,Rabi,15.9,4813.0,2451.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,100,61,55,6.3,1082.4,28.0,Wheat,Rabi,14.6,5224.0,2318.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,122,67,31,6.4,948.4,25.1,Wheat,Rabi,16.1,5004.0,2361.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,139,48,43,6.5,1116.4,28.3,Wheat,Rabi,13.4,5307.0,2339.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,100,79,24,6.4,1160.7,27.1,Wheat,Rabi,16.1,4839.0,2188.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,102,43,34,6.4,997.4,23.5,Wheat,Rabi,19.6,5129.0,2436.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,137,69,68,6.8,978.0,27.2,Wheat,Rabi,12.6,4842.0,2357.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,122,57,36,6.3,1056.2,27.4,Wheat,Rabi,18.5,5358.0,2392.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,113,62,45,7.0,1003.6,26.4,Wheat,Rabi,8.1,4930.0,2293.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,123,50,30,6.0,959.8,27.7,Wheat,Rabi,11.8,5315.0,2450.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,141,59,39,7.3,1084.4,26.8,Wheat,Rabi,13.2,5058.0,2234.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,118,66,28,6.8,1134.2,21.7,Wheat,Rabi,9.1,5021.0,2162.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,130,59,59,6.8,1128.9,25.5,Wheat,Rabi,12.7,4972.0,2325.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,108,59,31,6.3,1032.5,22.0,Wheat,Rabi,16.5,5248.0,2236.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,115,56,35,6.1,1181.2,22.8,Wheat,Rabi,17.2,5241.0,2180.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,114,60,45,6.7,1113.4,23.9,Wheat,Rabi,17.9,4773.0,2393.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,144,58,44,6.6,1085.7,24.6,Wheat,Rabi,14.3,5222.0,2338.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,122,45,28,6.5,1033.2,25.8,Wheat,Rabi,11.8,4984.0,2299.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,101,50,40,6.5,1049.1,24.1,Wheat,Rabi,11.7,4958.0,2172.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,117,43,47,6.2,1167.8,26.9,Wheat,Rabi,16.5,4884.0,2419.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,135,44,53,6.8,1039.0,28.9,Wheat,Rabi,14.8,4805.0,2232.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,114,67,26,6.8,1026.2,25.4,Wheat,Rabi,13.2,4942.0,2421.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,130,46,48,6.3,1127.5,23.9,Wheat,Rabi,9.3,4812.0,2372.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,97,49,39,6.8,1198.2,26.5,Wheat,Rabi,15.0,5272.0,2214.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,127,68,50,6.6,1060.1,26.8,Wheat,Rabi,14.1,5360.0,2341.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,127,60,48,6.1,1146.3,26.3,Wheat,Rabi,11.5,5199.0,2303.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,128,54,28,6.2,1166.0,25.0,Wheat,Rabi,13.9,4970.0,2258.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,113,49,59,6.2,802.0,24.1,Wheat,Rabi,16.4,5295.0,2322.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,108,49,41,6.2,1078.1,26.9,Wheat,Rabi,14.5,4862.0,2168.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,114,68,32,6.5,1223.8,24.0,Wheat,Rabi,13.7,4987.0,2159.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,131,66,58,6.6,1253.7,24.5,Wheat,Rabi,12.7,5276.0,2358.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,108,57,41,6.7,1296.1,24.6,Wheat,Rabi,15.7,4914.0,2383.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,114,55,27,6.6,1016.9,25.4,Wheat,Rabi,19.5,5354.0,2409.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,105,75,39,6.5,1323.3,24.1,Wheat,Rabi,10.2,4782.0,2311.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,117,47,45,6.0,1138.5,24.9,Wheat,Rabi,15.2,4873.0,2428.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,123,86,31,6.6,1167.4,25.7,Wheat,Rabi,16.0,5226.0,2384.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,96,66,44,6.2,967.5,21.8,Wheat,Rabi,13.5,5344.0,2187.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,140,47,24,6.7,1005.7,27.0,Wheat,Rabi,13.5,4833.0,2296.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,117,60,36,6.5,957.8,25.4,Wheat,Rabi,13.0,4954.0,2173.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,114,66,58,6.1,1080.3,19.9,Wheat,Rabi,11.3,5113.0,2141.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,129,64,39,6.6,1224.4,19.1,Wheat,Rabi,12.2,5292.0,2233.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,116,77,22,6.4,936.4,24.1,Wheat,Rabi,14.9,4819.0,2189.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,131,54,32,6.4,1143.3,27.7,Wheat,Rabi,17.6,4903.0,2294.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,121,60,26,6.1,1134.9,23.1,Wheat,Rabi,10.4,4851.0,2211.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Alluvial,156,53,21,6.1,1131.0,24.8,Wheat,Rabi,16.4,5019.0,2189.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,117,76,53,6.3,943.7,22.3,Wheat,Rabi,14.8,5223.0,2166.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Loamy,130,55,42,6.7,1004.8,24.9,Wheat,Rabi,18.2,4845.0,2263.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,122,60,46,6.3,1063.1,23.0,Wheat,Rabi,11.7,4755.0,2175.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Sandy Loam,95,52,38,6.9,1221.1,23.1,Wheat,Rabi,10.4,4830.0,2404.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,114,60,56,6.4,979.8,25.4,Wheat,Rabi,10.9,4954.0,2344.0,April,April 10–28,Low
Uttarakhand,Udham Singh Nagar,Clay,112,68,86,6.5,896.1,20.1,Potato,Rabi,49.5,8924.0,1314.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,124,57,104,5.6,1252.3,24.7,Potato,Rabi,40.9,9520.0,1320.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,153,76,119,6.3,1063.3,27.3,Potato,Rabi,64.9,8762.0,1343.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,145,68,104,6.0,1170.5,24.7,Potato,Rabi,50.2,9093.0,1389.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,125,103,84,5.4,899.1,26.5,Potato,Rabi,79.0,9214.0,1376.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,135,74,94,6.0,1056.3,24.0,Potato,Rabi,45.0,8902.0,1426.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,151,76,111,5.7,945.1,26.0,Potato,Rabi,68.3,9765.0,1467.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,138,89,103,6.0,972.7,22.3,Potato,Rabi,67.9,8818.0,1428.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,149,87,100,5.6,1380.3,28.4,Potato,Rabi,43.5,9712.0,1351.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,155,76,130,6.7,1219.5,27.3,Potato,Rabi,57.9,9838.0,1382.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,163,90,94,5.8,913.0,25.6,Potato,Rabi,43.7,9380.0,1361.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,154,69,93,5.6,953.5,21.3,Potato,Rabi,53.4,9449.0,1333.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,163,94,99,6.3,1084.5,27.1,Potato,Rabi,74.0,9516.0,1489.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,152,75,103,5.4,1240.7,24.4,Potato,Rabi,54.4,9881.0,1439.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,135,71,92,6.3,1131.7,22.8,Potato,Rabi,42.3,8947.0,1487.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,132,90,104,5.9,1063.3,21.5,Potato,Rabi,62.7,9585.0,1341.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,145,79,96,5.5,1064.0,26.0,Potato,Rabi,44.9,8780.0,1434.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,152,72,96,6.2,1062.0,26.1,Potato,Rabi,44.3,9279.0,1356.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,144,88,105,6.2,1127.0,22.8,Potato,Rabi,68.1,8780.0,1466.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,163,87,94,6.0,1142.8,27.4,Potato,Rabi,38.1,9088.0,1431.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,151,79,106,6.0,904.0,28.4,Potato,Rabi,72.6,9317.0,1477.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,141,70,100,6.2,1114.6,25.8,Potato,Rabi,45.9,9442.0,1358.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,145,75,105,5.8,1208.7,21.7,Potato,Rabi,50.6,9581.0,1397.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,171,104,98,6.0,1015.8,25.1,Potato,Rabi,65.5,9835.0,1440.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,142,80,106,6.0,1088.2,28.0,Potato,Rabi,57.3,9017.0,1467.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,122,88,99,5.9,1183.0,27.9,Potato,Rabi,74.3,9205.0,1377.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,133,62,92,6.3,1323.9,23.4,Potato,Rabi,44.7,9394.0,1426.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,138,77,106,6.3,1115.0,23.2,Potato,Rabi,50.0,9802.0,1392.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,154,81,113,5.5,1021.4,25.7,Potato,Rabi,70.3,8761.0,1330.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,148,99,93,6.3,1236.5,25.2,Potato,Rabi,35.4,9337.0,1479.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,142,62,109,6.2,942.7,26.1,Potato,Rabi,49.3,9682.0,1453.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,190,83,115,5.5,1129.0,26.1,Potato,Rabi,66.3,8930.0,1328.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,168,74,106,6.2,982.1,22.5,Potato,Rabi,56.7,9502.0,1344.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,144,70,72,6.0,1097.9,25.6,Potato,Rabi,80.6,9082.0,1386.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,148,87,87,6.1,1127.1,26.7,Potato,Rabi,48.4,8807.0,1426.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,150,79,71,6.1,937.1,26.1,Potato,Rabi,58.0,9068.0,1462.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,145,97,115,5.8,1253.5,23.6,Potato,Rabi,70.0,9858.0,1475.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,160,70,104,6.1,952.2,22.4,Potato,Rabi,67.3,9047.0,1410.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,157,79,115,5.5,1136.9,27.6,Potato,Rabi,55.6,8865.0,1382.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,141,73,79,5.4,1009.0,23.0,Potato,Rabi,55.8,9509.0,1425.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,133,88,92,6.2,1156.9,21.2,Potato,Rabi,74.4,8872.0,1347.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,154,79,98,6.0,1125.1,25.5,Potato,Rabi,47.3,9918.0,1362.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,146,73,106,6.0,980.9,23.4,Potato,Rabi,49.0,9832.0,1337.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,151,66,88,6.2,1333.7,23.3,Potato,Rabi,76.6,9330.0,1308.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,152,77,93,6.2,1155.4,22.9,Potato,Rabi,40.3,9044.0,1447.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,142,93,88,5.9,1210.1,26.8,Potato,Rabi,46.6,8768.0,1394.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,156,86,108,6.2,1140.7,24.9,Potato,Rabi,65.8,9276.0,1461.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,149,85,93,6.2,1215.6,26.7,Potato,Rabi,69.1,9363.0,1489.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,129,80,90,6.1,1130.6,26.5,Potato,Rabi,40.3,8749.0,1391.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,167,86,105,6.0,1059.6,24.2,Potato,Rabi,67.5,9115.0,1447.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,133,90,115,6.1,1262.8,26.5,Potato,Rabi,70.9,9665.0,1451.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,129,65,99,6.3,1074.7,23.8,Potato,Rabi,70.8,8747.0,1428.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,173,91,98,6.4,1029.6,25.7,Potato,Rabi,65.4,9259.0,1452.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,152,89,94,5.6,1067.3,19.9,Potato,Rabi,84.1,9177.0,1450.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,159,73,113,6.3,1053.8,26.5,Potato,Rabi,59.6,8770.0,1375.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,159,89,102,6.0,1282.6,24.0,Potato,Rabi,42.1,9499.0,1303.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,169,82,104,6.1,874.0,23.6,Potato,Rabi,76.8,9123.0,1416.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,149,82,95,5.7,926.3,25.6,Potato,Rabi,52.4,9195.0,1304.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,142,76,117,5.9,1286.6,27.0,Potato,Rabi,72.8,8823.0,1388.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,125,75,90,5.8,1221.3,24.1,Potato,Rabi,70.7,9889.0,1385.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,164,73,110,5.7,955.1,25.1,Potato,Rabi,55.3,9168.0,1433.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,145,65,110,6.2,1255.4,24.7,Potato,Rabi,73.8,9313.0,1479.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,134,74,100,6.1,1271.5,29.9,Potato,Rabi,52.8,9352.0,1344.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,125,71,104,6.3,1126.9,23.7,Potato,Rabi,83.4,8855.0,1432.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,146,91,108,6.2,1230.1,24.2,Potato,Rabi,49.9,9042.0,1355.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,166,69,99,6.5,1011.4,24.4,Potato,Rabi,62.0,8868.0,1426.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,156,74,99,6.6,1045.6,23.9,Potato,Rabi,64.5,9340.0,1327.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,154,79,101,5.7,971.1,24.5,Potato,Rabi,63.7,9505.0,1370.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,141,78,88,5.4,1114.8,24.6,Potato,Rabi,55.5,9243.0,1460.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Sandy Loam,153,92,112,6.4,1004.8,28.0,Potato,Rabi,67.9,9507.0,1456.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,165,62,104,6.1,1290.9,23.8,Potato,Rabi,52.1,9785.0,1337.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,125,69,89,5.9,1251.9,26.6,Potato,Rabi,45.3,9933.0,1354.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,148,67,117,6.2,1114.7,20.9,Potato,Rabi,41.3,9209.0,1299.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,133,90,108,5.6,1127.4,26.1,Potato,Rabi,60.4,8751.0,1357.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,163,93,89,6.1,1033.9,23.4,Potato,Rabi,68.4,9314.0,1397.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,149,76,95,5.9,1009.4,23.6,Potato,Rabi,48.3,9911.0,1301.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,164,72,105,5.7,1195.5,24.2,Potato,Rabi,66.7,9390.0,1448.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,161,65,107,6.5,1122.0,23.8,Potato,Rabi,56.4,8938.0,1347.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Clay,159,41,113,5.7,973.1,22.5,Potato,Rabi,46.5,8869.0,1329.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Loamy,118,76,88,6.0,1144.0,26.1,Potato,Rabi,66.6,9205.0,1373.0,February,Feb 15–March 05,High
Uttarakhand,Udham Singh Nagar,Alluvial,79,59,44,6.4,1237.3,26.0,Paddy (Rice),Kharif,31.2,7915.0,2195.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Clay,99,48,48,6.0,1254.6,22.4,Paddy (Rice),Kharif,29.6,8281.0,2250.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Alluvial,130,57,47,5.8,1161.3,24.1,Paddy (Rice),Kharif,28.1,8397.0,2272.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Loamy,102,57,53,6.4,1167.0,26.1,Paddy (Rice),Kharif,18.9,7846.0,2343.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Clay,104,51,58,6.3,1341.4,26.4,Paddy (Rice),Kharif,28.5,8224.0,2372.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Sandy Loam,104,43,36,6.1,1001.3,26.3,Paddy (Rice),Kharif,22.7,8042.0,2191.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Clay,110,38,45,6.1,1152.3,30.2,Paddy (Rice),Kharif,26.3,7428.0,2374.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Alluvial,108,46,46,6.5,1264.7,29.0,Paddy (Rice),Kharif,26.1,7679.0,2385.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Clay,102,57,46,6.4,1285.1,23.4,Paddy (Rice),Kharif,29.1,7768.0,2284.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Alluvial,112,52,50,6.5,994.6,22.2,Paddy (Rice),Kharif,29.4,8100.0,2282.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Sandy Loam,92,56,46,5.9,1243.5,26.3,Paddy (Rice),Kharif,20.4,7781.0,2242.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Sandy Loam,115,42,50,6.1,1126.7,25.6,Paddy (Rice),Kharif,20.0,7899.0,2400.0,November,Nov 05–Nov 22,Medium
Uttarakhand,Udham Singh Nagar,Sandy Loam,81,62,40,6.3,1314.5,24.6,Paddy (Rice),Kharif,20.2,7778.0,2276.0,November,Nov 05–Nov 22,Medium
