location,zone_id,ward,rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,data_source
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,11.8,48.6,99.3,23.6,259.99,0.3,1.26,67.5,0.17,19,1,67.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,12.7,51.7,83.8,30.0,259.93,0.35,1.18,66.2,0.13,19,1,68.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,13.1,54.7,76.2,26.4,260.11,0.36,1.26,68.0,0.05,19,1,64.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,10.0,50.6,101.2,27.5,260.36,0.27,1.26,69.2,0.14,19,1,65.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,11.3,39.9,98.9,20.1,260.19,0.28,1.22,67.0,0.05,19,1,64.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,12.1,44.7,111.4,28.4,259.9,0.27,1.17,67.1,0.08,19,1,63.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,11.9,42.0,110.4,27.3,260.06,0.28,1.31,68.2,0.11,19,1,67.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,12.6,43.1,104.9,17.2,260.05,0.27,1.1,66.8,0.13,19,1,68.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,10.2,35.7,88.0,44.5,260.25,0.3,1.14,68.5,0.09,19,1,63.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,10.5,48.1,95.1,25.4,260.11,0.34,1.11,68.2,0.09,19,1,67.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,11.4,53.5,97.7,23.7,260.28,0.3,1.42,67.2,0.08,19,1,67.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,10.2,44.8,100.7,33.4,259.97,0.39,1.26,68.0,0.17,19,1,69.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,10.2,51.4,85.9,25.3,260.17,0.28,1.16,67.3,0.12,19,1,64.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,11.5,45.3,92.7,39.9,260.01,0.33,1.17,67.0,0.11,19,1,63.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,12.6,48.1,97.9,30.4,260.24,0.25,1.11,67.9,0.06,19,1,69.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,13.0,47.1,101.7,32.9,259.79,0.3,1.32,67.2,0.1,19,1,65.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,9.5,34.8,86.9,20.2,259.62,0.2,1.2,68.0,0.16,19,1,63.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,9.9,53.2,102.0,23.3,260.16,0.23,1.07,68.4,0.07,19,1,66.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,12.3,50.4,96.3,24.8,260.0,0.28,1.24,66.5,0.05,19,1,68.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,11.9,45.2,87.9,36.5,259.98,0.36,1.27,67.9,0.13,19,1,65.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,10.2,48.8,114.9,35.5,259.74,0.39,1.23,67.7,0.11,19,1,65.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,10.6,42.5,88.4,19.7,259.61,0.3,1.14,66.2,0.14,19,1,66.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,10.7,42.9,92.3,29.9,259.91,0.31,1.06,68.0,0.08,19,1,67.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,9.3,43.2,99.6,35.5,260.19,0.31,1.39,69.4,0.08,19,1,66.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.5,31.8,46.1,15.2,259.99,0.29,1.22,67.9,0.08,19,1,62.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.1,22.6,60.9,11.2,260.12,0.35,0.99,67.8,0.13,19,1,62.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.4,23.8,61.8,23.6,260.08,0.36,1.26,68.0,0.08,19,1,63.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.8,26.3,57.2,10.8,259.9,0.3,1.32,70.3,0.07,19,1,63.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.2,23.5,53.7,17.0,260.14,0.25,1.08,69.1,0.05,19,1,64.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.4,26.9,52.8,22.8,260.04,0.39,1.26,69.5,0.09,19,1,61.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.5,22.2,56.4,15.7,260.03,0.33,1.07,67.6,0.05,19,1,63.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,5.8,25.0,54.1,9.6,260.43,0.28,1.15,67.2,0.12,19,1,60.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.1,26.4,56.0,22.0,260.11,0.27,1.14,66.0,0.12,19,1,61.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.2,24.3,53.4,13.4,260.35,0.29,1.16,66.1,0.15,19,1,62.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,8.0,24.6,50.5,20.1,259.9,0.27,1.3,68.5,0.05,19,1,63.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.3,29.1,56.4,11.0,260.03,0.22,1.26,67.7,0.16,19,1,59.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.2,23.8,61.8,14.3,260.12,0.35,1.27,67.7,0.13,19,1,64.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.2,24.0,60.3,23.0,260.1,0.33,1.26,69.5,0.05,19,1,65.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,8.0,22.5,49.7,21.2,259.89,0.33,1.28,68.3,0.09,19,1,60.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.0,25.1,51.0,16.8,259.9,0.27,1.29,66.6,0.07,19,1,62.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.2,23.9,46.8,28.7,260.19,0.3,1.19,69.0,0.15,19,1,57.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.7,29.2,48.8,0.0,260.01,0.28,1.06,68.8,0.12,19,1,63.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,5.4,26.0,49.8,27.4,260.09,0.25,1.18,66.6,0.05,19,1,62.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.6,26.6,56.1,17.3,259.9,0.23,0.94,67.3,0.14,19,1,61.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.3,20.7,56.0,18.9,260.12,0.25,1.15,68.8,0.05,19,1,62.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.3,24.2,49.6,26.3,259.87,0.31,1.27,68.8,0.1,19,1,59.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.3,27.9,55.1,25.3,259.89,0.27,1.35,67.9,0.09,19,1,62.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.6,30.0,55.9,19.0,260.18,0.36,1.26,68.3,0.13,19,1,63.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.1,23.4,48.9,15.4,260.18,0.28,1.35,67.3,0.06,19,1,59.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.9,23.5,56.2,4.9,259.94,0.3,1.32,67.5,0.13,19,1,58.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.1,28.6,48.9,23.9,259.8,0.34,1.28,68.9,0.1,19,1,61.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.3,28.5,60.4,12.3,260.06,0.35,1.31,66.1,0.09,19,1,63.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.4,27.0,54.3,12.1,260.03,0.39,1.26,66.0,0.12,19,1,60.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.6,26.9,60.1,14.3,260.09,0.33,1.1,67.4,0.09,19,1,62.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,8.8,19.3,53.6,17.1,259.79,0.3,1.31,69.4,0.06,19,1,61.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.6,23.5,56.6,20.6,260.32,0.33,1.22,67.6,0.14,19,1,62.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,7.1,30.1,57.5,9.3,260.26,0.34,1.13,68.2,0.1,19,1,61.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,6.6,20.0,58.2,13.5,259.69,0.26,1.26,67.5,0.07,19,1,62.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,5.9,26.2,53.3,8.6,260.25,0.35,1.19,68.2,0.11,19,1,60.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.8,8.1,17.4,0.0,259.79,0.33,1.3,67.4,0.08,19,1,41.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.2,7.9,17.8,7.3,260.06,0.26,1.32,68.8,0.1,19,1,38.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.5,8.1,17.0,0.0,259.88,0.28,1.23,67.1,0.06,19,1,39.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.2,9.5,18.0,0.0,259.98,0.25,1.08,69.0,0.15,19,1,39.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.4,8.6,18.6,11.0,259.95,0.26,1.34,67.0,0.05,19,1,45.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.7,5.6,20.2,2.0,259.98,0.38,1.04,69.1,0.19,19,1,38.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.5,7.8,19.7,0.0,259.97,0.29,1.2,68.8,0.06,19,1,41.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.7,8.5,14.1,0.0,259.88,0.23,1.05,67.8,0.05,19,1,43.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.4,7.8,16.9,3.7,259.93,0.27,1.29,69.5,0.11,19,1,37.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.5,7.8,19.3,2.0,260.32,0.29,1.09,66.3,0.07,19,1,39.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.7,9.3,16.4,6.9,260.27,0.32,1.28,67.7,0.15,19,1,37.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.6,7.4,19.6,0.0,259.74,0.26,1.26,67.5,0.05,19,1,43.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.8,8.5,18.0,10.3,259.77,0.34,1.26,68.2,0.19,19,1,37.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.7,8.5,16.6,15.7,259.79,0.36,1.39,68.4,0.11,19,1,37.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.7,7.2,14.8,1.4,260.12,0.33,1.25,67.9,0.11,19,1,36.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.8,8.4,16.2,1.5,259.88,0.35,1.25,69.0,0.13,19,1,38.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.1,7.0,18.9,0.0,259.99,0.3,1.26,68.9,0.09,19,1,42.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.5,7.1,17.2,7.7,260.06,0.29,1.14,69.3,0.08,19,1,42.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.5,8.1,17.8,0.0,259.86,0.34,1.17,67.2,0.05,19,1,40.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.8,9.7,19.1,6.2,259.89,0.29,1.29,67.7,0.09,19,1,40.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.2,8.5,19.1,0.0,260.22,0.33,1.2,68.0,0.05,19,1,41.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.2,7.4,16.4,0.0,259.99,0.29,1.41,66.1,0.08,19,1,35.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.5,8.0,16.6,5.8,260.27,0.29,1.14,68.3,0.13,19,1,37.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.8,7.4,18.2,11.4,259.81,0.29,1.3,68.8,0.07,19,1,44.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.5,9.4,18.7,0.0,259.81,0.31,1.19,67.5,0.05,19,1,40.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.5,6.7,17.5,11.3,259.98,0.34,1.32,66.9,0.14,19,1,38.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.8,7.8,17.5,15.0,259.89,0.29,1.25,67.0,0.06,19,1,41.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.7,6.8,19.6,1.4,260.27,0.27,1.14,67.8,0.15,19,1,41.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.8,8.4,18.1,9.2,259.94,0.3,1.27,66.9,0.11,19,1,42.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.7,8.5,18.4,11.2,259.83,0.24,1.3,69.0,0.07,19,1,44.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.3,8.5,15.2,2.5,260.08,0.28,1.31,66.0,0.1,19,1,35.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,1.7,6.8,17.3,1.2,260.11,0.3,1.3,68.1,0.12,19,1,37.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.6,7.0,16.1,0.0,260.03,0.34,1.13,68.7,0.13,19,1,34.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.2,7.6,16.1,9.7,259.97,0.31,1.19,67.6,0.05,19,1,43.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,2.8,9.9,22.0,6.9,260.06,0.38,1.18,67.6,0.08,19,1,42.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,8.8,260.21,0.29,1.3,67.1,0.07,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,3.1,259.95,0.36,1.07,68.4,0.15,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,259.96,0.25,1.24,68.5,0.12,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,2.0,259.89,0.31,1.22,68.8,0.08,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.2,0.32,1.3,68.7,0.09,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,10.4,259.86,0.25,1.27,68.9,0.11,19,1,27.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.8,259.61,0.35,1.28,68.4,0.12,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.39,0.35,1.23,68.3,0.06,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,259.95,0.29,1.19,66.9,0.15,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.15,0.3,1.33,67.3,0.15,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.6,259.83,0.35,1.18,66.8,0.11,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.1,259.98,0.27,1.22,68.0,0.11,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.1,0.3,1.18,68.5,0.09,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,6.0,260.07,0.35,1.38,67.0,0.14,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,8.9,259.74,0.26,1.11,67.9,0.11,19,1,27.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,259.82,0.32,1.23,67.3,0.12,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.09,0.35,1.26,69.2,0.08,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,259.84,0.28,1.27,66.8,0.05,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.21,0.21,1.01,67.5,0.11,19,1,28.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.11,0.31,1.1,68.4,0.16,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,9.5,260.42,0.33,1.26,69.0,0.1,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,259.7,0.29,1.21,67.4,0.1,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.27,0.28,1.14,68.1,0.12,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,5.2,259.92,0.42,1.22,69.1,0.1,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.26,0.32,1.34,68.7,0.19,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,6.2,259.71,0.31,1.26,67.4,0.19,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,12.5,259.94,0.37,1.03,68.2,0.08,19,1,26.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.24,0.32,1.16,67.2,0.07,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,259.85,0.31,1.17,67.6,0.06,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,2.4,260.06,0.33,1.24,68.1,0.11,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,12.1,259.95,0.25,1.12,67.7,0.05,19,1,29.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.06,0.2,1.12,68.8,0.16,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,5.1,260.05,0.26,1.18,69.0,0.06,19,1,24.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,260.11,0.34,1.17,68.1,0.16,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Solani River Aqueduct Basin,ZONE-RK03,Ward 18,0.0,0.0,0.0,0.0,259.99,0.39,1.35,68.6,0.11,19,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Ganeshpur / Roorkee Station,ZONE-RK04,Ward 08,45.6,174.3,372.4,191.9,262.52,0.41,1.82,88.3,0.85,15,1,65.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Ganeshpur / Roorkee Station,ZONE-RK04,Ward 08,45.5,151.4,373.0,185.2,262.44,0.42,1.89,88.5,0.81,15,1,65.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Ganeshpur / Roorkee Station,ZONE-RK04,Ward 08,48.1,157.1,291.4,196.4,262.61,0.4,1.65,87.2,0.84,15,1,65.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Ganeshpur / Roorkee Station,ZONE-RK04,Ward 08,44.8,158.0,392.2,202.3,262.59,0.32,1.91,88.6,0.73,15,1,69.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Ganeshpur / Roorkee Station,ZONE-RK04,Ward 08,33.6,130.1,341.4,198.9,262.57,0.35,1.78,86.1,0.75,15,1,67.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Ganeshpur / Roorkee Station,ZONE-RK04,Ward 08,30.3,162.3,332.4,205.4,262.58,0.45,1.87,88.3,0.83,15,1,68.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Ganeshpur / Roorkee Station,ZONE-RK04,Ward 08,44.2,176.0,375.4,196.3,262.23,0.34,1.83,89.2,0.77,15,1,66.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Ganeshpur / Roorkee Station,ZONE-RK04,Ward 08,40.4,153.3,367.7,188.0,262.43,0.36,1.95,87.6,0.82,15,1,67.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
