state,district,isro_atlas_rank,geographic_region,lithology,elevation_m,slope_deg,soil_thickness_m,soil_saturation_pct,vegetation_ndvi,rainfall_1h_mm,rainfall_24h_mm,previous_7d_rainfall_mm,landslide_probability,landslide_occurred,data_source
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1659.0,37.9,3.6,49.4,0.79,9.7,62.8,287.5,0.9925,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1714.0,51.7,2.3,26.1,0.84,3.5,13.7,50.9,0.8519,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1490.0,41.1,3.3,41.4,0.31,14.9,75.9,192.2,0.9978,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1583.0,28.2,2.9,23.9,0.59,6.1,24.6,78.8,0.5502,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1581.0,35.8,3.8,24.2,0.73,5.4,18.2,53.2,0.6798,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1846.0,30.4,4.2,23.5,0.22,0.5,2.0,6.7,0.5208,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1787.0,31.0,1.5,49.9,0.51,20.4,61.2,289.4,0.9897,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1536.0,37.6,3.3,51.5,0.34,17.2,64.4,234.7,0.9974,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1514.0,41.0,3.2,48.2,0.34,10.2,56.1,212.4,0.9953,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1512.0,40.1,1.7,52.8,0.48,24.2,70.5,221.7,0.9976,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1630.0,40.7,1.7,59.6,0.32,11.6,74.2,380.7,0.9991,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1767.0,37.8,3.2,37.4,0.42,10.6,32.2,142.5,0.962,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1741.0,39.3,1.7,29.3,0.73,4.4,19.5,102.1,0.7124,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1670.0,39.1,3.2,70.0,0.55,23.0,80.2,368.7,0.9997,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1541.0,37.8,2.6,27.6,0.78,1.3,4.2,11.2,0.3913,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1734.0,45.5,1.4,21.1,0.38,0.9,5.3,19.9,0.6926,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1343.0,32.1,1.9,29.8,0.48,2.1,11.1,30.8,0.4265,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1594.0,44.7,2.1,36.3,0.28,10.7,36.1,134.0,0.9829,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1744.0,40.0,1.6,18.7,0.4,0.9,3.4,10.3,0.4889,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1632.0,35.1,2.9,33.8,0.51,7.2,29.7,137.8,0.8962,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1773.0,42.6,2.3,19.3,0.29,3.1,10.7,58.8,0.8154,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1664.0,39.4,2.2,53.0,0.33,25.1,77.6,307.9,0.9993,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1342.0,35.6,3.3,30.2,0.64,0.8,2.6,8.1,0.4472,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1589.0,42.6,1.5,53.3,0.5,10.2,40.1,206.4,0.9852,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1311.0,31.2,1.8,26.8,0.5,6.1,22.7,71.1,0.5864,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1537.0,44.7,2.3,15.0,0.6,4.1,15.3,40.5,0.7455,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1387.0,40.9,1.8,43.0,0.83,9.0,50.7,224.9,0.9706,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1689.0,37.3,1.0,41.8,0.34,9.8,41.4,172.3,0.9588,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1604.0,32.8,3.0,37.8,0.3,16.8,58.0,246.7,0.9916,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1591.0,36.8,2.4,64.7,0.75,19.1,77.6,401.5,0.9988,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1737.0,38.8,2.4,21.6,0.23,7.8,32.6,112.6,0.9334,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1715.0,37.9,3.1,85.6,0.45,26.0,93.9,460.2,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1821.0,42.3,1.4,36.2,0.42,3.1,13.0,68.8,0.8174,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1618.0,39.3,1.3,21.7,0.44,0.9,3.1,9.4,0.4382,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1541.0,34.6,3.1,50.9,0.47,13.2,57.8,293.3,0.9941,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1722.0,36.9,3.0,25.4,0.58,2.4,10.0,52.3,0.6174,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1469.0,45.3,3.0,43.1,0.36,10.3,32.9,166.8,0.9896,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1696.0,45.5,2.3,16.4,0.54,0.4,1.1,5.7,0.596,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1559.0,39.1,3.5,34.6,0.58,6.2,35.9,158.9,0.9537,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1959.0,39.0,2.0,34.0,0.42,5.1,22.8,62.6,0.839,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1587.0,37.3,2.5,17.1,0.68,1.8,10.4,52.7,0.4698,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1692.0,36.5,2.1,29.6,0.66,4.0,21.2,94.8,0.697,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1611.0,38.3,1.0,38.4,0.34,6.7,26.3,109.7,0.8855,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1778.0,41.6,3.1,29.1,0.43,1.5,9.1,23.6,0.7756,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1434.0,40.5,3.1,34.0,0.35,6.2,18.3,58.0,0.9057,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1567.0,38.2,3.3,39.0,0.56,15.0,47.5,167.7,0.9828,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1303.0,27.1,1.8,22.6,0.69,4.3,19.2,70.1,0.2839,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1809.0,48.0,1.4,18.4,0.78,0.3,1.2,4.6,0.4835,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1616.0,41.8,4.3,32.5,0.39,6.9,21.1,100.8,0.9586,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1718.0,44.0,2.2,99.0,0.39,75.3,293.6,1435.3,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1726.0,40.6,2.0,21.1,0.62,2.9,12.7,33.0,0.5932,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1674.0,36.9,2.8,88.2,0.69,24.4,107.8,559.8,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1393.0,44.7,2.8,16.7,0.25,0.4,1.5,6.3,0.7491,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1557.0,38.8,3.9,29.4,0.33,2.9,14.3,52.7,0.8639,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1616.0,44.5,1.5,28.1,0.83,6.2,23.9,80.2,0.7964,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1758.0,35.6,1.9,23.3,0.32,4.8,24.8,108.8,0.8087,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1742.0,40.9,2.7,26.5,0.7,9.7,34.4,139.6,0.9267,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1638.0,37.0,2.3,20.9,0.79,4.6,17.0,65.3,0.536,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1631.0,41.2,2.3,74.9,0.43,23.3,90.2,472.1,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1273.0,32.4,1.0,29.9,0.43,4.1,15.4,49.1,0.483,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1708.0,34.1,2.2,30.2,0.79,8.3,27.1,83.1,0.6726,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1651.0,35.9,2.6,29.1,0.68,6.6,39.1,125.5,0.8643,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1606.0,36.5,2.7,33.5,0.47,5.1,15.8,51.1,0.7603,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1573.0,30.1,0.3,19.1,0.42,0.4,1.4,6.4,0.1309,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1572.0,37.6,2.5,15.0,0.45,0.2,0.8,3.8,0.397,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1562.0,41.5,3.1,56.0,0.53,24.1,99.1,319.2,0.9997,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1754.0,38.7,2.4,25.0,0.25,7.8,32.0,106.0,0.9322,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1632.0,33.4,4.6,38.8,0.6,8.7,29.2,146.9,0.9335,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1625.0,27.1,2.0,19.6,0.45,3.3,10.1,37.3,0.2628,0,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1501.0,43.4,1.3,19.7,0.37,5.1,14.7,59.7,0.7947,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1333.0,35.5,0.7,35.1,0.4,17.3,59.8,167.8,0.9729,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1659.0,44.2,3.5,25.5,0.74,1.8,11.6,32.9,0.7539,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1692.0,43.5,3.2,37.1,0.52,7.0,31.1,147.0,0.9701,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1774.0,37.1,1.5,51.0,0.64,20.9,75.1,243.6,0.9949,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1620.0,40.4,2.9,32.5,0.68,3.5,11.1,42.8,0.7164,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1969.0,50.7,1.5,27.0,0.58,0.9,6.0,16.4,0.7778,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1380.0,39.1,1.8,63.2,0.66,22.3,82.3,284.2,0.9986,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1545.0,36.4,2.6,41.8,0.78,11.4,38.0,154.8,0.9279,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1615.0,31.6,2.5,27.3,0.27,5.1,16.7,51.7,0.6774,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1522.0,32.8,2.3,47.7,0.64,13.2,46.8,170.6,0.9518,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1383.0,45.3,2.4,24.3,0.58,1.3,4.9,25.3,0.7033,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1698.0,30.1,2.6,41.9,0.51,9.9,29.2,140.9,0.8637,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1576.0,47.9,2.7,62.7,0.34,14.2,81.5,406.6,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1750.0,42.4,2.8,38.2,0.53,5.4,31.8,129.2,0.9532,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1303.0,50.3,2.0,37.5,0.29,8.3,28.1,141.3,0.9873,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1388.0,38.9,2.8,20.6,0.75,6.4,25.1,69.9,0.7411,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1649.0,31.3,2.5,44.2,0.62,16.2,65.3,197.4,0.9781,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1434.0,44.3,3.1,49.3,0.31,15.1,52.3,258.8,0.9982,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1606.0,40.1,1.9,44.6,0.5,10.3,48.7,205.9,0.9831,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1567.0,44.1,1.2,54.0,0.38,11.1,55.8,254.3,0.9957,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1489.0,36.0,2.6,30.8,0.54,3.9,11.8,34.2,0.6239,1,ISRO NRSC Landslide Atlas of India (2023)
Uttarakhand,Tehri Garhwal,2,Northwest Himalayas,Quartzite & Slate,1612.0,39.2,2.4,23.5,0.75,1.3,3.7,12.6,0.401,0,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,768.0,28.2,3.1,26.6,0.24,1.5,8.7,31.3,0.4598,0,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,708.0,31.1,2.5,29.2,0.21,6.1,18.6,61.5,0.7246,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,845.0,26.6,2.4,76.4,0.74,20.3,107.6,470.8,0.9993,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,797.0,32.0,2.2,66.1,0.35,30.6,96.4,376.6,0.9997,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,793.0,33.6,2.7,87.3,0.21,40.9,132.4,556.3,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,640.0,31.0,2.2,80.8,0.34,34.2,125.7,430.8,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,842.0,26.6,3.5,44.5,0.53,12.4,77.2,217.4,0.9811,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,678.0,30.6,2.0,68.3,0.66,30.5,92.9,414.9,0.9994,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,838.0,37.7,3.3,99.0,0.72,51.7,160.8,720.4,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,945.0,30.2,2.7,26.1,0.82,5.0,18.3,73.5,0.3918,0,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,704.0,31.4,2.6,61.0,0.51,21.9,98.0,348.1,0.999,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,875.0,43.5,1.6,47.1,0.76,17.9,52.1,226.6,0.9899,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,708.0,39.2,1.7,99.0,0.54,274.0,955.1,5002.9,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,717.0,40.6,1.9,32.7,0.6,8.1,29.7,116.4,0.8913,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,781.0,23.5,3.3,28.5,0.55,3.0,15.0,72.3,0.3349,0,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,653.0,31.3,3.9,18.5,0.42,3.7,12.9,50.5,0.5768,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,768.0,38.2,1.8,82.4,0.6,35.3,113.5,495.9,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,642.0,34.9,2.4,99.0,0.29,68.7,393.9,1959.0,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,720.0,37.2,1.6,19.5,0.3,1.1,5.9,17.7,0.474,0,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,433.0,28.2,2.5,43.6,0.65,11.8,42.0,186.7,0.8912,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,369.0,29.3,1.8,99.0,0.38,42.6,179.2,888.0,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,832.0,36.6,1.4,44.1,0.46,13.3,38.7,177.2,0.9571,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,645.0,35.2,3.2,77.5,0.27,26.6,93.7,496.1,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,833.0,33.8,1.7,55.6,0.83,9.8,59.8,280.2,0.9729,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,702.0,32.1,3.6,57.9,0.31,11.7,73.6,255.3,0.9963,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,809.0,30.8,1.9,75.6,0.28,33.5,130.0,455.4,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,386.0,36.0,2.5,31.9,0.59,5.3,20.4,61.9,0.7061,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,614.0,26.1,1.0,41.9,0.22,14.9,74.1,234.1,0.9771,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,617.0,30.8,0.8,99.0,0.52,46.1,185.3,798.4,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,621.0,30.6,2.1,16.5,0.21,0.2,0.9,4.1,0.2746,0,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,751.0,44.0,2.5,56.6,0.29,31.2,101.1,331.5,0.9999,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,715.0,25.5,2.0,57.7,0.84,17.1,90.2,354.0,0.9908,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,944.0,42.4,3.2,68.7,0.2,24.2,110.2,460.1,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,834.0,28.5,1.1,72.5,0.2,20.9,90.5,467.1,0.9995,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,792.0,32.1,2.2,99.0,0.27,50.8,161.6,631.6,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,723.0,30.8,1.7,54.4,0.32,15.5,51.6,223.5,0.9813,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,955.0,29.7,2.3,99.0,0.45,51.4,305.6,930.6,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,744.0,33.2,1.6,45.5,0.71,14.9,86.1,217.5,0.9856,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,804.0,39.6,3.1,61.3,0.82,43.7,130.6,393.5,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,808.0,37.3,3.1,82.6,0.33,43.8,162.5,534.0,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,940.0,35.1,2.3,34.2,0.22,11.9,46.6,128.2,0.964,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,746.0,33.0,2.8,24.9,0.67,3.7,16.0,71.0,0.5107,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,733.0,23.1,3.0,63.0,0.39,34.7,99.7,299.1,0.999,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,842.0,29.9,3.6,30.6,0.45,12.6,42.4,125.3,0.9165,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,883.0,29.2,2.8,24.6,0.83,3.8,13.6,49.2,0.2704,0,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,1204.0,27.9,3.5,79.4,0.39,39.1,134.6,467.2,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
Kerala,Thrissur,3,Western Ghats,Laterite & Charnockite,617.0,32.8,2.7,99.0,0.21,66.9,412.3,1590.9,1.0,1,ISRO NRSC Landslide Atlas of India (2023)
